trial_type,trial_index,time_elapsed,internal_node_id,subject,hitId,assignmentId,structure_condition,match_condition,noise_type,success,timeout,failed_images,failed_audio,failed_video,view_history,rt,start_time,end_time,stimuli,image1,image2,image3,image4,choiceLocation,choiceImage,choiceEmotion,choiceModel,choice_index,reward_score,reward,reward_score_unadjusted,reward_image,score_after_trial,emotions,models,rewards,rewards_unadjusted,stimulus,response,question_order,file_name,n
explore-choice,190,430210,0.0-190.0,p502299,emogo,test_session,model,mismatch,uniform,NA,NA,NA,NA,NA,NA,565,430236,430801,"[""stimuli/AF02_DO.jpg"",""stimuli/BM04_FO.jpg"",""stimuli/HM10_CC.jpg"",""stimuli/WF14_HE.jpg""]",stimuli/AF02_DO.jpg,stimuli/BM04_FO.jpg,stimuli/HM10_CC.jpg,stimuli/WF14_HE.jpg,pos4,stimuli/WF14_HE.jpg,HE,WF14,3,3,6,4,stimuli/stars_6.png,243.5,"[""DO"",""FO"",""CC"",""HE""]","[""AF02"",""BM04"",""HM10"",""WF14""]","[8,1,4,6]","[8,2,6,4]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_14h20.00.17.csv,206
show-reward,191,432213,0.0-191.0,p502299,emogo,test_session,model,mismatch,uniform,NA,NA,NA,NA,NA,NA,NA,431303,433305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,stimuli/stars_6.png,243.5,NA,NA,NA,NA,stimuli/WF14_HE.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_14h20.00.17.csv,206
explore-choice,192,433239,0.0-192.0,p502299,emogo,test_session,model,mismatch,uniform,NA,NA,NA,NA,NA,NA,524,433306,433830,"[""stimuli/HM10_CC.jpg"",""stimuli/WF14_HE.jpg"",""stimuli/BM04_DO.jpg"",""stimuli/AF02_FO.jpg""]",stimuli/HM10_CC.jpg,stimuli/WF14_HE.jpg,stimuli/BM04_DO.jpg,stimuli/AF02_FO.jpg,pos4,stimuli/AF02_FO.jpg,FO,AF02,3,1.5,3,2,stimuli/stars_3.png,245,"[""CC"",""HE"",""DO"",""FO""]","[""HM10"",""WF14"",""BM04"",""AF02""]","[7,3,10,3]","[6,4,8,2]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_14h20.00.17.csv,206
show-reward,193,435242,0.0-193.0,p502299,emogo,test_session,model,mismatch,uniform,NA,NA,NA,NA,NA,NA,NA,434332,436334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,stimuli/stars_3.png,245,NA,NA,NA,NA,stimuli/AF02_FO.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_14h20.00.17.csv,206
explore-choice,194,436294,0.0-194.0,p502299,emogo,test_session,model,mismatch,uniform,NA,NA,NA,NA,NA,NA,549.9999999999418,436335.00000000006,436885,"[""stimuli/WF14_FO.jpg"",""stimuli/BM04_DO.jpg"",""stimuli/AF02_CC.jpg"",""stimuli/HM10_HE.jpg""]",stimuli/WF14_FO.jpg,stimuli/BM04_DO.jpg,stimuli/AF02_CC.jpg,stimuli/HM10_HE.jpg,pos4,stimuli/HM10_HE.jpg,HE,HM10,3,1,2,4,stimuli/stars_2.png,246,"[""FO"",""DO"",""CC"",""HE""]","[""WF14"",""BM04"",""AF02"",""HM10""]","[4,6,5,2]","[2,8,6,4]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_14h20.00.17.csv,206
show-reward,195,438296,0.0-195.0,p502299,emogo,test_session,model,mismatch,uniform,NA,NA,NA,NA,NA,NA,NA,437387,439388.00000000006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,stimuli/stars_2.png,246,NA,NA,NA,NA,stimuli/HM10_HE.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_14h20.00.17.csv,206
explore-choice,196,439307,0.0-196.0,p502299,emogo,test_session,model,mismatch,uniform,NA,NA,NA,NA,NA,NA,509,439389,439898,"[""stimuli/BM04_HE.jpg"",""stimuli/AF02_DO.jpg"",""stimuli/WF14_FO.jpg"",""stimuli/HM10_CC.jpg""]",stimuli/BM04_HE.jpg,stimuli/AF02_DO.jpg,stimuli/WF14_FO.jpg,stimuli/HM10_CC.jpg,pos4,stimuli/HM10_CC.jpg,CC,HM10,3,2,4,6,stimuli/stars_4.png,248,"[""HE"",""DO"",""FO"",""CC""]","[""BM04"",""AF02"",""WF14"",""HM10""]","[3,9,3,4]","[4,8,2,6]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_14h20.00.17.csv,206
show-reward,197,441310,0.0-197.0,p502299,emogo,test_session,model,mismatch,uniform,NA,NA,NA,NA,NA,NA,NA,440400.00000000006,442401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,stimuli/stars_4.png,248,NA,NA,NA,NA,stimuli/HM10_CC.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_14h20.00.17.csv,206
instructions,198,445413,0.0-198.0,p502299,emogo,test_session,model,mismatch,uniform,NA,NA,NA,NA,NA,"[{""page_index"":0,""viewing_time"":4102}]",4102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_14h20.00.17.csv,206
survey-text,199,448289,0.0-199.0-0.0,p502299,emogo,test_session,model,mismatch,uniform,NA,NA,NA,NA,NA,NA,2854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{""age"":""22""}",NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_14h20.00.17.csv,206
survey-text,200,451924,0.0-199.0-1.0,p502299,emogo,test_session,model,mismatch,uniform,NA,NA,NA,NA,NA,NA,3629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{""gender"":""FEMALE""}",NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_14h20.00.17.csv,206
survey-text,201,456820,0.0-199.0-2.0,p502299,emogo,test_session,model,mismatch,uniform,NA,NA,NA,NA,NA,NA,4883.000000000058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{""country"":""UNITED STATES""}",NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_14h20.00.17.csv,206
survey-text,202,467879,0.0-199.0-3.0,p502299,emogo,test_session,model,mismatch,uniform,NA,NA,NA,NA,NA,NA,11048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{""language"":""English"",""other_languages"":""Spanish""}",NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_14h20.00.17.csv,206
survey-multi-select,203,472055,0.0-200.0,p502299,emogo,test_session,model,mismatch,uniform,NA,NA,NA,NA,NA,NA,4173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{""race"":[""Hispanic or Latino"",""American Indian or Alaska Native""]}",[0],/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_14h20.00.17.csv,206
survey-multi-choice,204,476533,0.0-201.0,p502299,emogo,test_session,model,mismatch,uniform,NA,NA,NA,NA,NA,NA,4475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{""education"":""Bachelor's degree""}",[0],/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_14h20.00.17.csv,206
survey-text,205,520116,0.0-202.0,p502299,emogo,test_session,model,mismatch,uniform,NA,NA,NA,NA,NA,NA,43579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{""patterns"":""Extremeness of facial expressions "",""strategy"":""Couldn't find a good one "",""comments"":""""}",NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_14h20.00.17.csv,206
pavlovia,0,7,0.0-0.0,p890704,emogo,test_session,emotion,match,uniform,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_17h55.12.402.csv,206
preload,1,6721,0.0-1.0,p890704,emogo,test_session,emotion,match,uniform,TRUE,FALSE,[],[],[],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_17h55.12.402.csv,206
instructions,2,20133,0.0-2.0,p890704,emogo,test_session,emotion,match,uniform,NA,NA,NA,NA,NA,"[{""page_index"":0,""viewing_time"":13409.199999988079}]",13411.09999999404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_17h55.12.402.csv,206
explore-choice,3,22688,0.0-3.0,p890704,emogo,test_session,emotion,match,uniform,NA,NA,NA,NA,NA,NA,2050.699999988079,21499.09999999404,23549.79999998212,"[""stimuli/sheep.jpg"",""stimuli/hammer.jpg"",""stimuli/basketball.jpg"",""stimuli/horse.jpg""]",stimuli/sheep.jpg,stimuli/hammer.jpg,stimuli/basketball.jpg,stimuli/horse.jpg,pos4,stimuli/horse.jpg,NA,NA,3,64,64,64,stimuli/stars_8.png,65,NA,NA,NA,NA,NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_17h55.12.402.csv,206
explore-choice,4,24752,0.0-4.0,p890704,emogo,test_session,emotion,match,uniform,NA,NA,NA,NA,NA,NA,1559.199999988079,24054.59999999404,25613.79999998212,"[""stimuli/hammer.jpg"",""stimuli/basketball.jpg"",""stimuli/horse.jpg"",""stimuli/sheep.jpg""]",stimuli/hammer.jpg,stimuli/basketball.jpg,stimuli/horse.jpg,stimuli/sheep.jpg,pos1,stimuli/hammer.jpg,NA,NA,0,8,8,8,stimuli/stars_2.png,9,NA,NA,NA,NA,NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_17h55.12.402.csv,206
instructions,5,47965,0.0-5.0,p890704,emogo,test_session,emotion,match,uniform,NA,NA,NA,NA,NA,"[{""page_index"":0,""viewing_time"":23211.09999999404}]",23211.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_17h55.12.402.csv,206
explore-choice,6,56437,0.0-6.0,p890704,emogo,test_session,emotion,match,uniform,NA,NA,NA,NA,NA,NA,7965.5,49333.59999999404,57299.09999999404,"[""stimuli/WF04_AO.jpg"",""stimuli/BM04_SC.jpg"",""stimuli/BM03_DO.jpg"",""stimuli/AF09_CC.jpg""]",stimuli/WF04_AO.jpg,stimuli/BM04_SC.jpg,stimuli/BM03_DO.jpg,stimuli/AF09_CC.jpg,pos4,stimuli/AF09_CC.jpg,CC,AF09,3,3.5,7,6,stimuli/stars_7.png,4.5,"[""AO"",""SC"",""DO"",""CC""]","[""WF04"",""BM04"",""BM03"",""AF09""]","[7,3,2,7]","[8,2,4,6]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_17h55.12.402.csv,206
show-reward,7,58447,0.0-7.0,p890704,emogo,test_session,emotion,match,uniform,NA,NA,NA,NA,NA,NA,NA,57806.59999999404,59811.59999999404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,stimuli/stars_7.png,4.5,NA,NA,NA,NA,stimuli/AF09_CC.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_17h55.12.402.csv,206
explore-choice,8,62538,0.0-8.0,p890704,emogo,test_session,emotion,match,uniform,NA,NA,NA,NA,NA,NA,3584.9000000059605,59814.29999998212,63399.19999998808,"[""stimuli/AF09_SC.jpg"",""stimuli/BM03_DO.jpg"",""stimuli/BM04_AO.jpg"",""stimuli/WF04_CC.jpg""]",stimuli/AF09_SC.jpg,stimuli/BM03_DO.jpg,stimuli/BM04_AO.jpg,stimuli/WF04_CC.jpg,pos4,stimuli/WF04_CC.jpg,CC,WF04,3,2.5,5,6,stimuli/stars_5.png,7,"[""SC"",""DO"",""AO"",""CC""]","[""AF09"",""BM03"",""BM04"",""WF04""]","[0,2,9,5]","[2,4,8,6]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_17h55.12.402.csv,206
show-reward,9,64548,0.0-9.0,p890704,emogo,test_session,emotion,match,uniform,NA,NA,NA,NA,NA,NA,NA,63905.5,65913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,stimuli/stars_5.png,7,NA,NA,NA,NA,stimuli/WF04_CC.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_17h55.12.402.csv,206
explore-choice,10,67738,0.0-10.0,p890704,emogo,test_session,emotion,match,uniform,NA,NA,NA,NA,NA,NA,2684.0999999940395,65915,68599.09999999404,"[""stimuli/AF09_CC.jpg"",""stimuli/BM03_SC.jpg"",""stimuli/BM04_AO.jpg"",""stimuli/WF04_DO.jpg""]",stimuli/AF09_CC.jpg,stimuli/BM03_SC.jpg,stimuli/BM04_AO.jpg,stimuli/WF04_DO.jpg,pos3,stimuli/BM04_AO.jpg,AO,BM04,2,4,8,8,stimuli/stars_8.png,11,"[""CC"",""SC"",""AO"",""DO""]","[""AF09"",""BM03"",""BM04"",""WF04""]","[8,0,8,6]","[6,2,8,4]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_17h55.12.402.csv,206
show-reward,11,69743,0.0-11.0,p890704,emogo,test_session,emotion,match,uniform,NA,NA,NA,NA,NA,NA,NA,69104.90000000596,71107.90000000596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,stimuli/stars_8.png,11,NA,NA,NA,NA,stimuli/BM04_AO.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_17h55.12.402.csv,206
explore-choice,12,72052,0.0-12.0,p890704,emogo,test_session,emotion,match,uniform,NA,NA,NA,NA,NA,NA,1805.5,71110.09999999404,72915.59999999404,"[""stimuli/AF09_AO.jpg"",""stimuli/BM04_DO.jpg"",""stimuli/BM03_SC.jpg"",""stimuli/WF04_CC.jpg""]",stimuli/AF09_AO.jpg,stimuli/BM04_DO.jpg,stimuli/BM03_SC.jpg,stimuli/WF04_CC.jpg,pos2,stimuli/BM04_DO.jpg,DO,BM04,1,2.5,5,4,stimuli/stars_5.png,13.5,"[""AO"",""DO"",""SC"",""CC""]","[""AF09"",""BM04"",""BM03"",""WF04""]","[9,5,1,5]","[8,4,2,6]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_17h55.12.402.csv,206
show-reward,13,74057,0.0-13.0,p890704,emogo,test_session,emotion,match,uniform,NA,NA,NA,NA,NA,NA,NA,73419.5,75422.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,stimuli/stars_5.png,13.5,NA,NA,NA,NA,stimuli/BM04_DO.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_17h55.12.402.csv,206
explore-choice,14,76889,0.0-14.0,p890704,emogo,test_session,emotion,match,uniform,NA,NA,NA,NA,NA,NA,2326.9000000059605,75424,77750.90000000596,"[""stimuli/BM04_DO.jpg"",""stimuli/WF04_SC.jpg"",""stimuli/AF09_AO.jpg"",""stimuli/BM03_CC.jpg""]",stimuli/BM04_DO.jpg,stimuli/WF04_SC.jpg,stimuli/AF09_AO.jpg,stimuli/BM03_CC.jpg,pos3,stimuli/AF09_AO.jpg,AO,AF09,2,4.5,9,8,stimuli/stars_9.png,18,"[""DO"",""SC"",""AO"",""CC""]","[""BM04"",""WF04"",""AF09"",""BM03""]","[2,2,9,6]","[4,2,8,6]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_17h55.12.402.csv,206
show-reward,15,78900,0.0-15.0,p890704,emogo,test_session,emotion,match,uniform,NA,NA,NA,NA,NA,NA,NA,78257.09999999404,80265.09999999404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,stimuli/stars_9.png,18,NA,NA,NA,NA,stimuli/AF09_AO.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_17h55.12.402.csv,206
explore-choice,16,81951,0.0-16.0,p890704,emogo,test_session,emotion,match,uniform,NA,NA,NA,NA,NA,NA,2548.4000000059605,80267.29999998212,82815.69999998808,"[""stimuli/AF09_SC.jpg"",""stimuli/BM03_CC.jpg"",""stimuli/WF04_DO.jpg"",""stimuli/BM04_AO.jpg""]",stimuli/AF09_SC.jpg,stimuli/BM03_CC.jpg,stimuli/WF04_DO.jpg,stimuli/BM04_AO.jpg,pos3,stimuli/WF04_DO.jpg,DO,WF04,2,2.5,5,4,stimuli/stars_5.png,20.5,"[""SC"",""CC"",""DO"",""AO""]","[""AF09"",""BM03"",""WF04"",""BM04""]","[3,6,5,6]","[2,6,4,8]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_17h55.12.402.csv,206
show-reward,17,83958,0.0-17.0,p890704,emogo,test_session,emotion,match,uniform,NA,NA,NA,NA,NA,NA,NA,83318.29999998212,85323.09999999404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,stimuli/stars_5.png,20.5,NA,NA,NA,NA,stimuli/WF04_DO.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_17h55.12.402.csv,206
explore-choice,18,86884,0.0-18.0,p890704,emogo,test_session,emotion,match,uniform,NA,NA,NA,NA,NA,NA,2423.0999999940395,85325,87748.09999999404,"[""stimuli/BM03_SC.jpg"",""stimuli/AF09_DO.jpg"",""stimuli/BM04_AO.jpg"",""stimuli/WF04_CC.jpg""]",stimuli/BM03_SC.jpg,stimuli/AF09_DO.jpg,stimuli/BM04_AO.jpg,stimuli/WF04_CC.jpg,pos3,stimuli/BM04_AO.jpg,AO,BM04,2,5,10,8,stimuli/stars_10.png,25.5,"[""SC"",""DO"",""AO"",""CC""]","[""BM03"",""AF09"",""BM04"",""WF04""]","[2,3,10,7]","[2,4,8,6]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_17h55.12.402.csv,206
show-reward,19,88894,0.0-19.0,p890704,emogo,test_session,emotion,match,uniform,NA,NA,NA,NA,NA,NA,NA,88252.09999999404,90259.69999998808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,stimuli/stars_10.png,25.5,NA,NA,NA,NA,stimuli/BM04_AO.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_17h55.12.402.csv,206
explore-choice,20,91038,0.0-20.0,p890704,emogo,test_session,emotion,match,uniform,NA,NA,NA,NA,NA,NA,1639.199999988079,90261.90000000596,91901.09999999404,"[""stimuli/BM03_SC.jpg"",""stimuli/BM04_CC.jpg"",""stimuli/WF04_DO.jpg"",""stimuli/AF09_AO.jpg""]",stimuli/BM03_SC.jpg,stimuli/BM04_CC.jpg,stimuli/WF04_DO.jpg,stimuli/AF09_AO.jpg,pos4,stimuli/AF09_AO.jpg,AO,AF09,3,4,8,8,stimuli/stars_8.png,29.5,"[""SC"",""CC"",""DO"",""AO""]","[""BM03"",""BM04"",""WF04"",""AF09""]","[2,4,2,8]","[2,6,4,8]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_17h55.12.402.csv,206
show-reward,21,93043,0.0-21.0,p890704,emogo,test_session,emotion,match,uniform,NA,NA,NA,NA,NA,NA,NA,92406.09999999404,94409.09999999404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,stimuli/stars_8.png,29.5,NA,NA,NA,NA,stimuli/AF09_AO.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_17h55.12.402.csv,206
explore-choice,22,95086,0.0-22.0,p890704,emogo,test_session,emotion,match,uniform,NA,NA,NA,NA,NA,NA,1538.4000000059605,94410.19999998808,95948.59999999404,"[""stimuli/BM04_SC.jpg"",""stimuli/BM03_CC.jpg"",""stimuli/AF09_AO.jpg"",""stimuli/WF04_DO.jpg""]",stimuli/BM04_SC.jpg,stimuli/BM03_CC.jpg,stimuli/AF09_AO.jpg,stimuli/WF04_DO.jpg,pos4,stimuli/WF04_DO.jpg,DO,WF04,3,2,4,4,stimuli/stars_4.png,31.5,"[""SC"",""CC"",""AO"",""DO""]","[""BM04"",""BM03"",""AF09"",""WF04""]","[3,5,10,4]","[2,6,8,4]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_17h55.12.402.csv,206
show-reward,23,97091,0.0-23.0,p890704,emogo,test_session,emotion,match,uniform,NA,NA,NA,NA,NA,NA,NA,96453.90000000596,98457.29999998212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,stimuli/stars_4.png,31.5,NA,NA,NA,NA,stimuli/WF04_DO.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_17h55.12.402.csv,206
explore-choice,24,99301,0.0-24.0,p890704,emogo,test_session,emotion,match,uniform,NA,NA,NA,NA,NA,NA,1705.7999999821186,98459.40000000596,100165.19999998808,"[""stimuli/WF04_AO.jpg"",""stimuli/BM04_CC.jpg"",""stimuli/BM03_SC.jpg"",""stimuli/AF09_DO.jpg""]",stimuli/WF04_AO.jpg,stimuli/BM04_CC.jpg,stimuli/BM03_SC.jpg,stimuli/AF09_DO.jpg,pos4,stimuli/AF09_DO.jpg,DO,AF09,3,3,6,4,stimuli/stars_6.png,34.5,"[""AO"",""CC"",""SC"",""DO""]","[""WF04"",""BM04"",""BM03"",""AF09""]","[10,6,4,6]","[8,6,2,4]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_17h55.12.402.csv,206
show-reward,25,101310,0.0-25.0,p890704,emogo,test_session,emotion,match,uniform,NA,NA,NA,NA,NA,NA,NA,100668.79999998212,102676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,stimuli/stars_6.png,34.5,NA,NA,NA,NA,stimuli/AF09_DO.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_17h55.12.402.csv,206
explore-choice,26,103454,0.0-26.0,p890704,emogo,test_session,emotion,match,uniform,NA,NA,NA,NA,NA,NA,1639.7000000178814,102678.19999998808,104317.90000000596,"[""stimuli/AF09_AO.jpg"",""stimuli/WF04_CC.jpg"",""stimuli/BM04_SC.jpg"",""stimuli/BM03_DO.jpg""]",stimuli/AF09_AO.jpg,stimuli/WF04_CC.jpg,stimuli/BM04_SC.jpg,stimuli/BM03_DO.jpg,pos3,stimuli/BM04_SC.jpg,SC,BM04,2,0,0,2,stimuli/stars_0.png,34.5,"[""AO"",""CC"",""SC"",""DO""]","[""AF09"",""WF04"",""BM04"",""BM03""]","[6,6,0,2]","[8,6,2,4]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_17h55.12.402.csv,206
show-reward,27,105459,0.0-27.0,p890704,emogo,test_session,emotion,match,uniform,NA,NA,NA,NA,NA,NA,NA,104822.19999998808,106825.29999998212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,stimuli/stars_0.png,34.5,NA,NA,NA,NA,stimuli/BM04_SC.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_17h55.12.402.csv,206
