image_pair,word_cosine_sim,lemma_cosine_sim,response_cosine_sim
AF02_AO_AF02_CC,0.008902913781467016,0.008891359053974474,0.008747676706896126
AF02_AO_AF02_DO,0.3651395945040157,0.32081457491875,0.33895443778588585
AF02_AO_AF02_FO,0.0015542998303528458,0.0015525504771476111,0.0015865688994271996
AF02_AO_AF02_HE,0.013358547394963425,0.013358547394963425,0.013595782941768107
AF02_AO_AF02_HO,0.012009492242702374,0.012009492242702374,0.012024170791945957
AF02_AO_AF02_SC,0.015061085412645702,0.015061085412645702,0.015078496199315799
AF02_AO_AF02_SUR,0.0003872131570946783,0.00036050610205002725,0.0004356829070051729
AF02_AO_AF09_AO,0.5521905982545198,0.5073013618032736,0.5382521217186732
AF02_AO_AF09_CC,0.08820935400416054,0.08792249355666623,0.0914503046225528
AF02_AO_AF09_DO,0.09620913858416694,0.0919632537423111,0.08174647656297626
AF02_AO_AF09_FO,0.02738689202911186,0.027938639135080632,0.025559430872631825
AF02_AO_AF09_HE,0.010257355368626618,0.010257355368626618,0.010134135763451355
AF02_AO_AF09_HO,0.011424945037419188,0.011424945037419188,0.011528325218012983
AF02_AO_AF09_SC,0.03529083788802153,0.03525909675922973,0.03569407858291434
AF02_AO_AF09_SUR,0.0024529262467676907,0.0021435915894107405,0.002253957761898482
AF02_AO_AF10_AO,0.9904936104478231,0.9892857142857143,0.9900947765712236
AF02_AO_AF10_CC,0.003665356874991563,0.003665356874991563,0.003978380984265595
AF02_AO_AF10_DO,0.11187875714380341,0.10404689213494892,0.09834208377173224
AF02_AO_AF10_FO,0.0012923278497205893,0.001195602293448365,0.001344154015753961
AF02_AO_AF10_HE,0.013257874201154807,0.013257874201154807,0.01349536964112242
AF02_AO_AF10_HO,0.012807667478733801,0.012803993975867838,0.012985651792829487
AF02_AO_AF10_SC,0.031971899448478426,0.03195761671403842,0.03275300413111596
AF02_AO_AF10_SUR,0.0005840467929001089,0.0005687696939916127,0.0006248340504925804
AF02_AO_AF11_AO,0.9757564682299406,0.9757564682299406,0.9748209268332606
AF02_AO_AF11_CC,0.19530763421402988,0.19530763421402988,0.212394411740549
AF02_AO_AF11_DO,0.05445554186016945,0.05398400439226096,0.03931419448522926
AF02_AO_AF11_FO,0.024557399778637024,0.02102394158375073,0.024883332204381065
AF02_AO_AF11_HO,0.015483524864375363,0.015483524864375363,0.015116630296366665
AF02_AO_AF11_SC,0.01994100282131975,0.01994100282131975,0.019767261208844367
AF02_AO_AF11_SUR,0.0012948849481091767,0.00121232161242218,0.0015892648553213742
AF02_AO_AM03_AO,0.9890943252299378,0.9892597963553076,0.9882574456475841
AF02_AO_AM03_CC,0.18182745801939795,0.18182745801939795,0.1953029922206044
AF02_AO_AM03_DO,0.029112564103544285,0.03306196640244682,0.019722991183913775
AF02_AO_AM03_FO,0.0008687977624941733,0.0008670814475771847,0.0006843275059777435
AF02_AO_AM03_HE,0.014187876584703014,0.014176644591979516,0.014415336659756885
AF02_AO_AM03_HO,0.013994774186693837,0.01399051246781513,0.014212869429165548
AF02_AO_AM03_SC,0.01357869479666409,0.01357869479666409,0.013591172301673126
AF02_AO_AM03_SUR,0.0005774657738960309,0.0005381947364338556,0.0006053361925070362
AF02_AO_AM05_AO,0.9930661710047749,0.9930661710047749,0.9902771967467525
AF02_AO_AM05_CC,0.0011922516965940004,0.0011922516965940004,0.0012943316549465205
AF02_AO_AM05_DO,0.04793601674956691,0.04792461982604248,0.03336120091314834
AF02_AO_AM05_FO,0.006839375741214715,0.00677643028055341,0.006578761056073469
AF02_AO_AM05_HE,0.012368340975948671,0.012368340975948671,0.01227164354189313
AF02_AO_AM05_HO,0.012344606673949925,0.012344606673949925,0.01258668082889098
AF02_AO_AM05_SC,0.046444482904577554,0.046444482904577554,0.046373690119714074
AF02_AO_AM05_SUR,0.001857594041917843,0.001831243855328779,0.001966614923523602
AF02_AO_AM06_AO,0.9774697454522873,0.9774697454522873,0.97597904812385
AF02_AO_AM06_CC,0.04507489358552089,0.04507489358552089,0.048831634228170454
AF02_AO_AM06_DO,0.04629865829197633,0.04686664268413299,0.03175714140432741
AF02_AO_AM06_FO,0.0024312556272236383,0.0023400793656055737,0.001996071604604456
AF02_AO_AM06_HE,0.01199228548929568,0.01199228548929568,0.012074492749139949
AF02_AO_AM06_HO,0.012523211389156144,0.012508964272610586,0.012768787930738101
AF02_AO_AM06_SC,0.00738979022456849,0.00738979022456849,0.007534701866636361
AF02_AO_AM06_SUR,0.0009522801873219623,0.0008900470699005194,0.0009752975355155786
AF02_AO_AM09_AO,0.8495108639759783,0.8495108639759783,0.8426666429603223
AF02_AO_AM09_CC,0.19304360874043414,0.19304360874043414,0.1833580021369441
AF02_AO_AM09_DO,0.07857840702727606,0.07549553079232649,0.06426404473691048
AF02_AO_AM09_FO,0.005320247015414632,0.005017697323340513,0.004870253086052322
AF02_AO_AM09_HE,0.01391312569518917,0.01390853970626213,0.014105745408860382
AF02_AO_AM09_HO,0.013703508349046918,0.013696070894849647,0.013963285554918476
AF02_AO_AM09_SC,0.5809759738564036,0.5809759738564036,0.5594838568460204
AF02_AO_AM09_SUR,0.0007278423916342482,0.0007109923063227809,0.0004991434560407978
AF02_AO_BF04_AO,0.7239937826766867,0.7168140823815319,0.7013847689103363
AF02_AO_BF04_CC,0.0034527263564708382,0.0034527263564708382,0.003339126176862915
AF02_AO_BF04_DO,0.0465095825646744,0.04667165797134896,0.03189073823730592
AF02_AO_BF04_FO,0.0,0.0,0.0
AF02_AO_BF04_HE,0.01107338144519547,0.01107338144519547,0.011328996775978371
AF02_AO_BF04_HO,0.013774434216477468,0.013774434216477468,0.014044546874645946
AF02_AO_BF04_SC,0.201923067717494,0.201923067717494,0.20156232930886311
AF02_AO_BF04_SUR,0.006485853566282362,0.006352568386163806,0.006377175475047217
AF02_AO_BF05_AO,0.994180712811089,0.994180712811089,0.9937342994627134
AF02_AO_BF05_CC,0.15668785805276167,0.15668785805276167,0.1387742467819506
AF02_AO_BF05_DO,0.12138530197017898,0.10363583183298382,0.10803271313222987
AF02_AO_BF05_FO,0.004610051361300521,0.007989961782392061,0.0036856038095154507
AF02_AO_BF05_HE,0.012363601239819099,0.012332711494514878,0.012159227604235111
AF02_AO_BF05_HO,0.011739952149226553,0.011739952149226553,0.01135425655488687
AF02_AO_BF05_SC,0.014312306614081267,0.014312306614081267,0.013887710149572036
AF02_AO_BF05_SUR,0.0009144153091814759,0.0007826005590156921,0.0009970332547841985
AF02_AO_BF06_AO,0.9646323891817564,0.9519500472171519,0.9609519090092757
AF02_AO_BF06_CC,0.07970975618879773,0.07970975618879773,0.08267418327815375
AF02_AO_BF06_DO,0.048512569379029,0.049540273260359764,0.031305837575117075
AF02_AO_BF06_FO,0.011855895115763465,0.011550672846290517,0.012265060531348813
AF02_AO_BF06_HE,0.012289225994885826,0.012259820865765844,0.011989705262871346
AF02_AO_BF06_HO,0.012820817605394448,0.012820817605394448,0.013095363902471931
AF02_AO_BF06_SC,0.013918582444680663,0.013918582444680663,0.013686856971565568
AF02_AO_BF06_SUR,0.0028157147127224826,0.0027001767829858314,0.0026477946839974726
AF02_AO_BF08_AO,0.9880582324263816,0.9880582324263816,0.9860447252792395
AF02_AO_BF08_CC,0.09581323634751193,0.09537837826484191,0.09859913975717163
AF02_AO_BF08_DO,0.05310657854938264,0.052935352160089065,0.036661981541318535
AF02_AO_BF08_FO,0.00030580610773556043,0.00029098305329128065,0.0003433204476143503
AF02_AO_BF08_HE,0.011935777403015484,0.011862325767597732,0.011866510919732925
AF02_AO_BF08_HO,0.013367142046284364,0.013352471682932993,0.013526932881327275
AF02_AO_BF08_SC,0.23574122910875153,0.23574122910875153,0.2468243103569865
AF02_AO_BF08_SUR,0.0003721666184803969,0.00036269040577241365,0.0004000038400552968
AF02_AO_BM03_AO,0.956925439070984,0.956925439070984,0.9576459955957577
AF02_AO_BM03_CC,0.002353104026675059,0.002353104026675059,0.0023992477138569117
AF02_AO_BM03_DO,0.049816255684252575,0.05003065860540602,0.03693887109834032
AF02_AO_BM03_FO,0.024147730220033962,0.023712600341716773,0.023550770628857447
AF02_AO_BM03_HE,0.012971707132564724,0.012971707132564724,0.013578511681969828
AF02_AO_BM03_HO,0.012437349182508895,0.012424440669240987,0.012681241991132446
AF02_AO_BM03_SC,0.06189450580043439,0.06189450580043439,0.06294478695349172
AF02_AO_BM03_SUR,0.024897903925945652,0.024897903925945652,0.024111045973236354
AF02_AO_BM04_AO,0.9910407519501322,0.9910407519501322,0.9903804545779953
AF02_AO_BM04_CC,0.011662348078080184,0.011662348078080184,0.01212088149817683
AF02_AO_BM04_DO,0.058499428524922084,0.05751316522043974,0.04399696186369586
AF02_AO_BM04_FO,0.004529011363865178,0.00509133174976598,0.004146771959176073
AF02_AO_BM04_HE,0.014285714285714289,0.014285714285714289,0.014514752144914472
AF02_AO_BM04_HO,0.012482181031568293,0.012482181031568293,0.012464461421485142
AF02_AO_BM04_SC,0.06108423958226649,0.06108423958226649,0.062063402709055124
AF02_AO_BM04_SUR,0.016429329845656454,0.01594482010358202,0.01439548628314147
AF02_AO_BM07_AO,0.9799076826367539,0.97980390119569,0.9805237619612502
AF02_AO_BM07_CC,0.01930468356263361,0.01930468356263361,0.019683242805812295
AF02_AO_BM07_DO,0.07507849218938163,0.07109230363809277,0.06091069495661061
AF02_AO_BM07_FO,0.0,0.0005799530102443912,0.0
AF02_AO_BM07_HE,0.012693145135137224,0.012693145135137224,0.0127665118015191
AF02_AO_BM07_HO,0.011706995060819826,0.011627140276282234,0.011732462903781521
AF02_AO_BM07_SC,0.669043499451019,0.669043499451019,0.6726480528631723
AF02_AO_BM07_SUR,0.0005979133361118128,0.000564944703093974,0.0006396341315729926
AF02_AO_BM16_AO,0.9401181793796148,0.9401181793796148,0.9362616793444319
AF02_AO_BM16_CC,0.008478078067985948,0.008478078067985948,0.008644330718883517
AF02_AO_BM16_DO,0.05064178224794823,0.050476752795979435,0.03624637055556228
AF02_AO_BM16_FO,0.0027731596901655075,0.0026126853896692196,0.003025561420805541
AF02_AO_BM16_HE,0.012426296527327345,0.012421505204023211,0.012714478237051656
AF02_AO_BM16_HO,0.01250113900405722,0.01250113900405722,0.012667527129851709
AF02_AO_BM16_SC,0.015223569051760543,0.015223569051760543,0.015487003496530392
AF02_AO_BM16_SUR,0.0013481546281826752,0.0013481546281826752,0.0013745915492581662
AF02_AO_HF02_AO,0.973632095802485,0.973632095802485,0.971950730083067
AF02_AO_HF02_CC,0.003984095364447979,0.003984095364447979,0.004062222318511937
AF02_AO_HF02_DO,0.04629924695521805,0.0473859622859841,0.03206524194592998
AF02_AO_HF02_FO,0.0064070978703207465,0.0064070978703207465,0.005744849896214261
AF02_AO_HF02_HE,0.011799872090079813,0.011799872090079813,0.010225354252057062
AF02_AO_HF02_SC,0.00969857289937744,0.00969857289937744,0.009888759099777438
AF02_AO_HF02_SUR,0.004925899193366525,0.004925899193366525,0.003115582295213047
AF02_AO_HF04_AO,0.9878833270585283,0.9873347213900863,0.9861517659281154
AF02_AO_HF04_CC,0.023321675409381376,0.023321675409381376,0.024633935241163477
AF02_AO_HF04_DO,0.26633614444047166,0.23920951347602376,0.2620726198151264
AF02_AO_HF04_FO,0.008896853490214528,0.008845249897336547,0.008302466123224118
AF02_AO_HF04_HE,0.012494371954942487,0.012494371954942487,0.012501543118815173
AF02_AO_HF04_HO,0.013274177889201271,0.013274177889201271,0.013538598369856394
AF02_AO_HF04_SC,0.010893425244033377,0.010893425244033377,0.011109776866558443
AF02_AO_HF04_SUR,0.0025697404393439866,0.002348556961505104,0.0026817909115416753
AF02_AO_HF09_AO,0.9823893416440924,0.9823893416440924,0.980682266943448
AF02_AO_HF09_CC,0.08043341376678732,0.08043341376678732,0.0835164386759251
