image,number_responses,avg_words_per_response,percent_unique_responses,percent_unique_words,percent_unique_lemmas,simpson_diversity,modal_agreement,modal_names,modal_response_agreement,modal_response
AM09_SC,177,1.073446327683616,0.4067796610169492,0.38421052631578945,0.38421052631578945,0.04962406015037594,0.13559322033898305,confusion,0.13559322033898305,confusion
AM09_SUR,128,1.0234375,0.203125,0.1984732824427481,0.183206106870229,0.24122137404580152,0.4453125,surprise,0.4453125,surprise
BF04_AO,80,1.075,0.35,0.313953488372093,0.29069767441860467,0.08919288645690834,0.2125,anger,0.1875,anger
BF04_CC,81,1.0493827160493827,0.4567901234567901,0.38823529411764707,0.38823529411764707,0.08879551820728292,0.24691358024691357,neutral,0.19753086419753085,neutral
BF04_DO,77,1.051948051948052,0.2597402597402597,0.2716049382716049,0.25925925925925924,0.5648148148148148,0.7922077922077922,disgust,0.7272727272727273,disgust
BF04_FO,26,1.0769230769230769,0.3076923076923077,0.2857142857142857,0.2857142857142857,0.3201058201058201,0.5769230769230769,fear,0.5384615384615384,fear
BF04_HE,76,1.0394736842105263,0.21052631578947367,0.20253164556962025,0.20253164556962025,0.25219084712755596,0.3815789473684211,happy,0.3684210526315789,happy
BF04_HO,53,1.0,0.1320754716981132,0.1320754716981132,0.1320754716981132,0.44702467343976776,0.6037735849056604,happy,0.6037735849056604,happy
BF04_SC,76,1.013157894736842,0.25,0.2597402597402597,0.2597402597402597,0.20539986329460014,0.34210526315789475,sadness,0.34210526315789475,sadness
BF04_SUR,55,1.0545454545454545,0.32727272727272727,0.27586206896551724,0.25862068965517243,0.16091954022988506,0.34545454545454546,surprise,0.32727272727272727,surprise
BF05_AO,48,1.0208333333333333,0.125,0.12244897959183673,0.12244897959183673,0.48894557823129253,0.6875,anger,0.6666666666666666,anger
BF05_CC,122,1.0737704918032787,0.4180327868852459,0.3816793893129771,0.3816793893129771,0.060481503229594835,0.20491803278688525,neutral,0.1885245901639344,neutral
BF05_DO,27,1.0,0.3333333333333333,0.3333333333333333,0.25925925925925924,0.5982905982905983,0.7777777777777778,disgust,0.48148148148148145,disgust
BF05_FO,54,1.0555555555555556,0.3888888888888889,0.3684210526315789,0.3157894736842105,0.2111528822055138,0.46296296296296297,fear,0.4444444444444444,fear
BF05_HE,74,1.0675675675675675,0.1891891891891892,0.189873417721519,0.17721518987341772,0.24732229795520935,0.43243243243243246,happy,0.3918918918918919,happy
BF05_HO,98,1.0612244897959184,0.16326530612244897,0.14423076923076922,0.14423076923076922,0.248319641523525,0.40816326530612246,happy,0.35714285714285715,happy
BF05_SC,95,1.063157894736842,0.22105263157894736,0.18811881188118812,0.18811881188118812,0.31326732673267327,0.49473684210526314,sad,0.45263157894736844,sad
BF05_SUR,78,1.0384615384615385,0.19230769230769232,0.16049382716049382,0.13580246913580246,0.22746913580246914,0.41025641025641024,shock,0.28205128205128205,shock
BF06_AO,25,1.0,0.36,0.36,0.32,0.26,0.48,anger,0.48,anger
BF06_CC,149,1.0604026845637584,0.3959731543624161,0.3860759493670886,0.3860759493670886,0.05345480932032573,0.16778523489932887,neutral,0.16778523489932887,neutral
BF06_DO,52,1.0961538461538463,0.3269230769230769,0.3508771929824561,0.2982456140350877,0.4197994987468672,0.7115384615384616,disgust,0.5,disgust
BF06_FO,52,1.1346153846153846,0.34615384615384615,0.23728813559322035,0.22033898305084745,0.21274108708357686,0.4230769230769231,fear,0.38461538461538464,fear
BF06_HE,97,1.041237113402062,0.16494845360824742,0.16831683168316833,0.15841584158415842,0.28,0.41237113402061853,happy,0.3917525773195876,happy
BF06_HO,74,1.0135135135135136,0.13513513513513514,0.13333333333333333,0.13333333333333333,0.34378378378378377,0.5,happy,0.5,happy
BF06_SC,47,1.0638297872340425,0.3829787234042553,0.36,0.36,0.20081632653061224,0.3829787234042553,sad,0.3617021276595745,sad
BF06_SUR,100,1.06,0.22,0.19811320754716982,0.18867924528301888,0.17825696316262354,0.34,surprise,0.32,surprise
BF08_AO,94,1.0212765957446808,0.19148936170212766,0.17708333333333334,0.17708333333333334,0.32478070175438595,0.5531914893617021,anger,0.5319148936170213,anger
BF08_CC,124,1.0241935483870968,0.33064516129032256,0.31496062992125984,0.30708661417322836,0.07486564179477566,0.1935483870967742,neutral,0.18548387096774194,neutral
BF08_DO,74,1.0675675675675675,0.25675675675675674,0.2911392405063291,0.26582278481012656,0.5008114248620578,0.7567567567567568,disgust,0.6081081081081081,disgust
BF08_FO,126,1.0634920634920635,0.2619047619047619,0.21641791044776118,0.19402985074626866,0.15026371899899002,0.25396825396825395,surprise,0.23809523809523808,surprise
BF08_HE,52,1.0192307692307692,0.3076923076923077,0.3018867924528302,0.2830188679245283,0.15820029027576196,0.3269230769230769,happy,0.3076923076923077,happy
BF08_HO,124,1.032258064516129,0.12096774193548387,0.125,0.1171875,0.32861712598425197,0.5161290322580645,happy,0.5,happy
BF08_SC,48,1.0833333333333333,0.4166666666666667,0.4230769230769231,0.4230769230769231,0.10256410256410256,0.2708333333333333,sad,0.25,sad
BF08_SUR,154,1.0389610389610389,0.16883116883116883,0.14375,0.1375,0.2783018867924528,0.4805194805194805,surprise,0.461038961038961,surprise
BM03_AO,25,1.0,0.4,0.4,0.4,0.20666666666666667,0.44,anger,0.44,anger
BM03_CC,25,1.0,0.76,0.76,0.76,0.03,0.16,neutral,0.16,neutral
BM03_DO,50,1.06,0.52,0.5094339622641509,0.4716981132075472,0.13570391872278664,0.38,disgust,0.32,disgust
BM03_FO,26,1.0,0.2692307692307692,0.2692307692307692,0.23076923076923078,0.3046153846153846,0.5,fear,0.5,fear
BM03_HE,49,1.0204081632653061,0.30612244897959184,0.28,0.28,0.21061224489795918,0.40816326530612246,happy,0.40816326530612246,happy
BM03_HO,50,1.0,0.14,0.14,0.12,0.3730612244897959,0.5,happy,0.5,happy
BM03_SC,50,1.04,0.32,0.3269230769230769,0.3269230769230769,0.21945701357466063,0.36,sad,0.36,sad
BM03_SUR,25,1.08,0.48,0.5185185185185185,0.5185185185185185,0.11965811965811966,0.36,surprise,0.36,surprise
BM04_AO,127,1.0236220472440944,0.1968503937007874,0.2076923076923077,0.2076923076923077,0.334525939177102,0.5590551181102362,anger,0.5590551181102362,anger
BM04_CC,77,1.0129870129870129,0.2727272727272727,0.2564102564102564,0.2564102564102564,0.11555111555111555,0.2727272727272727,happy,0.2727272727272727,happy
BM04_DO,155,1.0580645161290323,0.21935483870967742,0.23170731707317074,0.22560975609756098,0.5010474337872213,0.7483870967741936,disgust,0.6064516129032258,disgust
BM04_FO,156,1.0512820512820513,0.22435897435897437,0.23170731707317074,0.21951219512195122,0.24435133921891367,0.44871794871794873,fear,0.4358974358974359,fear
BM04_HE,79,1.0126582278481013,0.1518987341772152,0.15,0.15,0.3129746835443038,0.5316455696202531,happy,0.5189873417721519,happy
BM04_HO,77,1.0389610389610389,0.16883116883116883,0.175,0.175,0.28354430379746837,0.45454545454545453,happy,0.42857142857142855,happy
BM04_SC,104,1.0096153846153846,0.15384615384615385,0.1523809523809524,0.1523809523809524,0.3326007326007326,0.47115384615384615,sad,0.46153846153846156,sad
BM04_SUR,49,1.0408163265306123,0.46938775510204084,0.49019607843137253,0.47058823529411764,0.1419607843137255,0.3673469387755102,surprise,0.3673469387755102,surprise
BM07_AO,56,1.0,0.16071428571428573,0.16071428571428573,0.14285714285714285,0.4746753246753247,0.6785714285714286,anger,0.6785714285714286,anger
BM07_CC,26,1.0,0.5384615384615384,0.5384615384615384,0.5384615384615384,0.10153846153846154,0.2692307692307692,neutral,0.2692307692307692,neutral
BM07_DO,79,1.0506329113924051,0.2911392405063291,0.30120481927710846,0.26506024096385544,0.5036732295033793,0.7468354430379747,disgust,0.5949367088607594,disgust
BM07_FO,135,1.0296296296296297,0.1925925925925926,0.17985611510791366,0.17266187050359713,0.32488791575435305,0.5407407407407407,fear,0.5407407407407407,fear
BM07_HE,109,1.055045871559633,0.24770642201834864,0.20869565217391303,0.20869565217391303,0.2297482837528604,0.42201834862385323,happy,0.3853211009174312,happy
BM07_HO,161,1.0372670807453417,0.14906832298136646,0.1497005988023952,0.1437125748502994,0.29644325806218885,0.42857142857142855,happy,0.40993788819875776,happy
BM07_SC,133,1.0150375939849625,0.39097744360902253,0.37037037037037035,0.37037037037037035,0.07661691542288557,0.18796992481203006,anger,0.18045112781954886,anger
BM07_SUR,53,1.0188679245283019,0.20754716981132076,0.18518518518518517,0.16666666666666666,0.24178895877009085,0.41509433962264153,surprise,0.39622641509433965,surprise
BM16_AO,49,1.0,0.1836734693877551,0.1836734693877551,0.1836734693877551,0.3707482993197279,0.5102040816326531,anger,0.5102040816326531,anger
BM16_CC,23,1.0,0.6521739130434783,0.6521739130434783,0.6521739130434783,0.05928853754940711,0.21739130434782608,calm,0.21739130434782608,calm
BM16_DO,119,1.0756302521008403,0.23529411764705882,0.234375,0.21875,0.43639271653543305,0.7058823529411765,disgust,0.6050420168067226,disgust
BM16_FO,70,1.0285714285714285,0.21428571428571427,0.18055555555555555,0.1527777777777778,0.1564945226917058,0.2714285714285714,fear,0.2571428571428571,fear
BM16_HE,93,1.053763440860215,0.22580645161290322,0.19387755102040816,0.1836734693877551,0.2625710077845571,0.44086021505376344,happy,0.40860215053763443,happy
BM16_HO,96,1.0208333333333333,0.11458333333333333,0.11224489795918367,0.11224489795918367,0.37450031559015357,0.5104166666666666,happy,0.5,happy
BM16_SC,97,1.0103092783505154,0.1958762886597938,0.19387755102040816,0.19387755102040816,0.35325057858194825,0.5360824742268041,sad,0.5257731958762887,sad
BM16_SUR,21,1.0,0.23809523809523808,0.23809523809523808,0.23809523809523808,0.2619047619047619,0.38095238095238093,surprise,0.38095238095238093,surprise
HF02_AO,52,1.0384615384615385,0.23076923076923078,0.25925925925925924,0.25925925925925924,0.28441649196366176,0.5,anger,0.5,anger
HF02_CC,26,1.0,0.6538461538461539,0.6538461538461539,0.6538461538461539,0.052307692307692305,0.19230769230769232,neutral,0.19230769230769232,neutral
HF02_DO,26,1.0,0.23076923076923078,0.23076923076923078,0.19230769230769232,0.6492307692307693,0.8076923076923077,disgust,0.6538461538461539,disgust
HF02_FO,26,1.0384615384615385,0.4230769230769231,0.37037037037037035,0.37037037037037035,0.16809116809116809,0.38461538461538464,fear,0.34615384615384615,fear
HF02_HE,26,1.1153846153846154,0.4230769230769231,0.3448275862068966,0.3448275862068966,0.1748768472906404,0.38461538461538464,happy,0.2692307692307692,"happiness,happy"
HF02_SC,26,1.0,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.20923076923076922,0.34615384615384615,sadness,0.34615384615384615,sadness
HF02_SUR,26,1.1153846153846154,0.6153846153846154,0.4827586206896552,0.4827586206896552,0.15763546798029557,0.4230769230769231,surprise,0.34615384615384615,surprise
HF04_AO,150,1.0133333333333334,0.17333333333333334,0.16447368421052633,0.15789473684210525,0.3086441268734751,0.52,anger,0.5133333333333333,anger
HF04_CC,152,1.0592105263157894,0.3881578947368421,0.36024844720496896,0.36024844720496896,0.07701863354037267,0.24342105263157895,neutral,0.23684210526315788,neutral
HF04_DO,151,1.0463576158940397,0.26490066225165565,0.2468354430379747,0.22784810126582278,0.23881319035717166,0.4966887417218543,disgust,0.40397350993377484,disgust
HF04_FO,98,1.0612244897959184,0.32653061224489793,0.3173076923076923,0.3076923076923077,0.167849141150112,0.35714285714285715,fear,0.35714285714285715,fear
HF04_HE,129,1.0465116279069768,0.17054263565891473,0.15555555555555556,0.15555555555555556,0.21182974018794914,0.3953488372093023,happy,0.37209302325581395,happy
HF04_HO,150,1.0066666666666666,0.1,0.09933774834437085,0.09933774834437085,0.3562913907284768,0.52,happy,0.52,happy
HF04_SC,101,1.0198019801980198,0.12871287128712872,0.14563106796116504,0.14563106796116504,0.37692747001713306,0.44554455445544555,"sad,sadness",0.44554455445544555,"sadness,sad"
HF04_SUR,77,1.0129870129870129,0.18181818181818182,0.1794871794871795,0.15384615384615385,0.24575424575424576,0.38961038961038963,surprise,0.37662337662337664,surprise
HF09_AO,130,1.0307692307692307,0.14615384615384616,0.16417910447761194,0.16417910447761194,0.31421838177533384,0.5230769230769231,anger,0.5230769230769231,anger
HF09_CC,83,1.0240963855421688,0.39759036144578314,0.38823529411764707,0.38823529411764707,0.07927170868347339,0.24096385542168675,neutral,0.2289156626506024,neutral
HF09_DO,105,1.019047619047619,0.1523809523809524,0.14953271028037382,0.14018691588785046,0.6466231705166637,0.819047619047619,disgust,0.7238095238095238,disgust
HF09_FO,76,1.0394736842105263,0.23684210526315788,0.189873417721519,0.1518987341772152,0.22882181110029212,0.40789473684210525,fear,0.3684210526315789,fear
HF09_HE,52,1.0769230769230769,0.21153846153846154,0.21428571428571427,0.21428571428571427,0.3487012987012987,0.5961538461538461,happy,0.5384615384615384,happy
HF09_HO,80,1.025,0.15,0.14634146341463414,0.14634146341463414,0.3944595001505571,0.6,happy,0.575,happy
HF09_SC,107,1.0373831775700935,0.14953271028037382,0.14414414414414414,0.14414414414414414,0.3546273546273546,0.4392523364485981,"sad,sadness",0.4392523364485981,sadness
HF09_SUR,107,1.0093457943925233,0.17757009345794392,0.17592592592592593,0.1574074074074074,0.2767393561786085,0.4392523364485981,surprise,0.4392523364485981,surprise
HF10_AO,53,1.0566037735849056,0.3018867924528302,0.30357142857142855,0.2857142857142857,0.14155844155844155,0.3018867924528302,anger,0.2830188679245283,anger
HF10_CC,103,1.0194174757281553,0.3592233009708738,0.3523809523809524,0.3523809523809524,0.07307692307692308,0.17475728155339806,neutral,0.1650485436893204,neutral
HF10_DO,77,1.025974025974026,0.16883116883116883,0.17721518987341772,0.16455696202531644,0.5968841285296982,0.7922077922077922,disgust,0.6753246753246753,disgust
HF10_FO,52,1.0961538461538463,0.34615384615384615,0.2631578947368421,0.24561403508771928,0.2149122807017544,0.36538461538461536,fear,0.3269230769230769,"scared,fear"
HF10_HE,48,1.0416666666666667,0.22916666666666666,0.22,0.22,0.24897959183673468,0.375,happiness,0.3541666666666667,happiness
HF10_HO,77,1.051948051948052,0.11688311688311688,0.12345679012345678,0.12345679012345678,0.3867283950617284,0.5714285714285714,happy,0.5324675324675324,happy
HF10_SC,48,1.0208333333333333,0.22916666666666666,0.22448979591836735,0.22448979591836735,0.3078231292517007,0.4166666666666667,sad,0.3958333333333333,"sad,sadness"
HF10_SUR,54,1.0740740740740742,0.3888888888888889,0.3620689655172414,0.3448275862068966,0.1724137931034483,0.3888888888888889,surprise,0.35185185185185186,surprise
HM02_AO,50,1.02,0.18,0.17647058823529413,0.17647058823529413,0.4752941176470588,0.68,anger,0.68,anger
HM02_DO,50,1.06,0.34,0.33962264150943394,0.3018867924528302,0.34615384615384615,0.62,disgust,0.54,disgust
HM02_FO,50,1.0,0.18,0.18,0.16,0.2897959183673469,0.5,fear,0.5,fear
HM02_SC,27,1.0,0.6296296296296297,0.6296296296296297,0.6296296296296297,0.06267806267806268,0.2222222222222222,sad,0.2222222222222222,sad
HM02_SUR,23,1.0434782608695652,0.391304347826087,0.375,0.3333333333333333,0.17753623188405798,0.30434782608695654,"shock,surprise",0.30434782608695654,surprise
HM07_AO,74,1.027027027027027,0.16216216216216217,0.15789473684210525,0.15789473684210525,0.34,0.5540540540540541,anger,0.5540540540540541,anger
HM07_CC,100,1.04,0.47,0.46153846153846156,0.46153846153846156,0.0578790141896938,0.2,neutral,0.19,neutral
HM07_DO,100,1.05,0.22,0.23809523809523808,0.22857142857142856,0.4838827838827839,0.73,disgust,0.58,disgust
HM07_FO,106,1.028301886792453,0.27358490566037735,0.24770642201834864,0.23853211009174313,0.1707441386340469,0.29245283018867924,fear,0.29245283018867924,fear
HM07_HE,71,1.028169014084507,0.22535211267605634,0.2191780821917808,0.2054794520547945,0.2496194824961948,0.39436619718309857,happy,0.36619718309859156,happy
HM07_HO,50,1.04,0.28,0.2692307692307692,0.2692307692307692,0.2722473604826546,0.46,happy,0.42,happy
HM07_SC,150,1.0266666666666666,0.17333333333333334,0.16883116883116883,0.16233766233766234,0.32620320855614976,0.48,sad,0.46,sad
HM07_SUR,53,1.0943396226415094,0.33962264150943394,0.27586206896551724,0.25862068965517243,0.1603145795523291,0.33962264150943394,shock,0.18867924528301888,"shock,surprise"
HM09_AO,49,1.1224489795918366,0.3877551020408163,0.41818181818181815,0.4,0.15016835016835017,0.40816326530612246,anger,0.3877551020408163,anger
HM09_CC,96,1.1041666666666667,0.4270833333333333,0.41509433962264153,0.4056603773584906,0.09757412398921833,0.23958333333333334,"calm,neutral",0.22916666666666666,neutral
HM09_DO,21,1.0476190476190477,0.3333333333333333,0.36363636363636365,0.3181818181818182,0.5194805194805194,0.7619047619047619,disgust,0.7142857142857143,disgust
HM09_FO,117,1.017094017094017,0.2222222222222222,0.21008403361344538,0.19327731092436976,0.24213075060532688,0.452991452991453,fear,0.4444444444444444,fear
HM09_HE,21,1.0952380952380953,0.42857142857142855,0.34782608695652173,0.34782608695652173,0.16600790513833993,0.3333333333333333,happy,0.3333333333333333,happy
HM09_HO,47,1.0,0.1276595744680851,0.1276595744680851,0.1276595744680851,0.32562442183163737,0.46808510638297873,happy,0.46808510638297873,happy
HM09_SUR,117,1.0341880341880343,0.23076923076923078,0.2066115702479339,0.19008264462809918,0.25826446280991733,0.41025641025641024,surprise,0.38461538461538464,surprise
HM10_AO,176,1.0284090909090908,0.19318181818181818,0.18232044198895028,0.17679558011049723,0.2894413750767342,0.5170454545454546,anger,0.5170454545454546,anger
HM10_CC,100,1.03,0.34,0.3300970873786408,0.3300970873786408,0.05806205977536646,0.13,boredom,0.13,boredom
HM10_DO,101,1.0693069306930694,0.24752475247524752,0.2777777777777778,0.25925925925925924,0.48148148148148145,0.7425742574257426,disgust,0.6336633663366337,disgust
HM10_FO,74,1.054054054054054,0.3108108108108108,0.28205128205128205,0.2692307692307692,0.25074925074925075,0.5,fear,0.47297297297297297,fear
HM10_HE,103,1.0485436893203883,0.1941747572815534,0.18518518518518517,0.18518518518518517,0.2566632052613361,0.4563106796116505,happy,0.42718446601941745,happy
HM10_HO,75,1.0,0.10666666666666667,0.10666666666666667,0.10666666666666667,0.41477477477477476,0.5866666666666667,happy,0.5866666666666667,happy
HM10_SC,124,1.032258064516129,0.3548387096774194,0.3671875,0.3671875,0.0654527559055118,0.1693548387096774,neutral,0.16129032258064516,neutral
HM10_SUR,151,1.0198675496688743,0.2052980132450331,0.18831168831168832,0.17532467532467533,0.20830150241914946,0.33112582781456956,surprise,0.31788079470198677,surprise
WF04_AO,27,1.037037037037037,0.2222222222222222,0.21428571428571427,0.21428571428571427,0.47883597883597884,0.7037037037037037,anger,0.7037037037037037,anger
WF04_CC,52,1.0961538461538463,0.4807692307692308,0.45614035087719296,0.43859649122807015,0.05889724310776942,0.15384615384615385,calm,0.15384615384615385,calm
