image,number_responses,avg_words_per_response,percent_unique_responses,percent_unique_words,percent_unique_lemmas,simpson_diversity,modal_agreement,modal_names,modal_response_agreement,modal_response
WF04_DO,27,1.1111111111111112,0.4444444444444444,0.5,0.4666666666666667,0.27816091954022987,0.5925925925925926,disgust,0.5555555555555556,disgust
WF04_FO,25,1.0,0.4,0.4,0.4,0.14333333333333334,0.32,fear,0.32,fear
WF04_HE,50,1.02,0.16,0.1568627450980392,0.1568627450980392,0.3058823529411765,0.48,happy,0.46,happy
WF04_HO,50,1.0,0.1,0.1,0.1,0.4424489795918367,0.6,happy,0.6,happy
WF04_SUR,77,1.0389610389610389,0.24675324675324675,0.2375,0.225,0.28132911392405063,0.5194805194805194,surprise,0.5064935064935064,surprise
WF06_AO,97,1.0515463917525774,0.2268041237113402,0.23529411764705882,0.22549019607843138,0.30324208891477383,0.5463917525773195,anger,0.5360824742268041,anger
WF06_CC,74,1.027027027027027,0.40540540540540543,0.39473684210526316,0.39473684210526316,0.08526315789473685,0.22972972972972974,happy,0.22972972972972974,happy
WF06_DO,146,1.0273972602739727,0.21232876712328766,0.22,0.20666666666666667,0.48340044742729305,0.7123287671232876,disgust,0.6095890410958904,disgust
WF06_FO,72,1.0833333333333333,0.25,0.2692307692307692,0.2564102564102564,0.281052281052281,0.5416666666666666,fear,0.5277777777777778,fear
WF06_HE,98,1.0408163265306123,0.17346938775510204,0.16666666666666666,0.16666666666666666,0.29547660648417784,0.5,happy,0.5,happy
WF06_HO,122,1.0327868852459017,0.14754098360655737,0.15079365079365079,0.15079365079365079,0.30857142857142855,0.4918032786885246,happy,0.47540983606557374,happy
WF06_SC,123,1.016260162601626,0.17073170731707318,0.168,0.168,0.3170322580645161,0.4146341463414634,sad,0.3983739837398374,"sad,sadness"
WF06_SUR,48,1.0416666666666667,0.3125,0.3,0.28,0.23591836734693877,0.4583333333333333,surprise,0.4375,surprise
WF11_AO,76,1.0394736842105263,0.25,0.26582278481012656,0.25316455696202533,0.17039922103213243,0.3684210526315789,anger,0.3684210526315789,anger
WF11_CC,96,1.0520833333333333,0.4791666666666667,0.44554455445544555,0.44554455445544555,0.05366336633663366,0.20833333333333334,neutral,0.17708333333333334,neutral
WF11_DO,53,1.0,0.16981132075471697,0.16981132075471697,0.1509433962264151,0.658200290275762,0.8113207547169812,disgust,0.6792452830188679,disgust
WF11_FO,102,1.0392156862745099,0.21568627450980393,0.19811320754716982,0.18867924528301888,0.23773584905660378,0.45098039215686275,fear,0.4411764705882353,fear
WF11_HE,155,1.032258064516129,0.14193548387096774,0.125,0.11875,0.2974056603773585,0.49032258064516127,happy,0.4645161290322581,happy
WF11_HO,74,1.027027027027027,0.20270270270270271,0.19736842105263158,0.19736842105263158,0.2431578947368421,0.43243243243243246,happy,0.40540540540540543,happy
WF11_SC,130,1.0076923076923077,0.15384615384615385,0.15267175572519084,0.15267175572519084,0.3998825601879037,0.5692307692307692,sad,0.5615384615384615,sad
WF11_SUR,122,1.0163934426229508,0.26229508196721313,0.25,0.23387096774193547,0.16378179910831367,0.29508196721311475,surprise,0.28688524590163933,surprise
WF14_AO,78,1.0,0.20512820512820512,0.20512820512820512,0.19230769230769232,0.2480852480852481,0.41025641025641024,anger,0.41025641025641024,anger
WF14_CC,76,1.0921052631578947,0.4342105263157895,0.42168674698795183,0.40963855421686746,0.060828680575962385,0.21052631578947367,neutral,0.18421052631578946,neutral
WF14_DO,99,1.0606060606060606,0.18181818181818182,0.18095238095238095,0.1619047619047619,0.5551282051282052,0.7878787878787878,disgust,0.6262626262626263,disgust
WF14_FO,98,1.030612244897959,0.23469387755102042,0.21782178217821782,0.19801980198019803,0.17405940594059405,0.37755102040816324,fear,0.3673469387755102,fear
WF14_HE,45,1.0666666666666667,0.24444444444444444,0.1875,0.1875,0.24556737588652483,0.4666666666666667,happy,0.4222222222222222,happy
WF14_HO,51,1.0196078431372548,0.2549019607843137,0.23076923076923078,0.21153846153846154,0.27828054298642535,0.4117647058823529,happy,0.4117647058823529,happy
WF14_SC,49,1.0,0.20408163265306123,0.20408163265306123,0.20408163265306123,0.33163265306122447,0.46938775510204084,sad,0.46938775510204084,sad
WF14_SUR,96,1.0208333333333333,0.22916666666666666,0.22448979591836735,0.20408163265306123,0.2703555649063749,0.4791666666666667,surprise,0.4791666666666667,surprise
WM07_AO,47,1.0212765957446808,0.14893617021276595,0.16666666666666666,0.16666666666666666,0.4157801418439716,0.5957446808510638,anger,0.5957446808510638,anger
WM07_CC,77,1.051948051948052,0.38961038961038963,0.4074074074074074,0.4074074074074074,0.07067901234567901,0.19480519480519481,neutral,0.19480519480519481,neutral
WM07_DO,52,1.0192307692307692,0.1346153846153846,0.1509433962264151,0.1320754716981132,0.7844702467343977,0.9038461538461539,disgust,0.8269230769230769,disgust
WM07_FO,47,1.0425531914893618,0.2978723404255319,0.30612244897959184,0.2653061224489796,0.24829931972789115,0.46808510638297873,fear,0.44680851063829785,fear
WM07_HE,24,1.2083333333333333,0.5416666666666666,0.4482758620689655,0.4482758620689655,0.12561576354679804,0.375,happy,0.2916666666666667,happy
WM07_SC,53,1.0377358490566038,0.5283018867924528,0.5272727272727272,0.5272727272727272,0.07609427609427609,0.2641509433962264,sad,0.2641509433962264,sad
WM07_SUR,100,1.05,0.25,0.26666666666666666,0.24761904761904763,0.19432234432234433,0.37,surprise,0.37,surprise
WM09_AO,101,1.0297029702970297,0.19801980198019803,0.19230769230769232,0.19230769230769232,0.38685586258401794,0.6237623762376238,anger,0.6237623762376238,anger
WM09_CC,108,1.037037037037037,0.3055555555555556,0.3125,0.3125,0.07673745173745174,0.17592592592592593,happy,0.16666666666666666,happy
WM09_DO,79,1.0759493670886076,0.22784810126582278,0.25882352941176473,0.23529411764705882,0.5829131652661065,0.8227848101265823,disgust,0.6962025316455697,disgust
WM09_FO,23,1.0434782608695652,0.30434782608695654,0.3333333333333333,0.2916666666666667,0.20652173913043478,0.391304347826087,fear,0.391304347826087,fear
WM09_HE,105,1.0380952380952382,0.23809523809523808,0.22018348623853212,0.21100917431192662,0.20421338769962624,0.4095238095238095,happy,0.37142857142857144,happy
WM09_HO,80,1.0125,0.15,0.14814814814814814,0.14814814814814814,0.32592592592592595,0.5125,happy,0.5,happy
WM09_SC,82,1.024390243902439,0.24390243902439024,0.25,0.25,0.285140562248996,0.45121951219512196,sad,0.43902439024390244,sad
WM09_SUR,158,1.0379746835443038,0.17721518987341772,0.17682926829268292,0.16463414634146342,0.18397426305551398,0.35443037974683544,surprise,0.34177215189873417,surprise
WM11_AO,50,1.02,0.24,0.21568627450980393,0.21568627450980393,0.35058823529411764,0.56,anger,0.54,anger
WM11_CC,26,1.0,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.08307692307692308,0.2692307692307692,neutral,0.2692307692307692,neutral
WM11_DO,49,1.0204081632653061,0.3469387755102041,0.36,0.32,0.4326530612244898,0.673469387755102,disgust,0.5714285714285714,disgust
WM11_FO,49,1.0612244897959184,0.3673469387755102,0.3269230769230769,0.28846153846153844,0.138763197586727,0.2857142857142857,shock,0.20408163265306123,shock
WM11_HE,52,1.0384615384615385,0.25,0.2222222222222222,0.2222222222222222,0.17819706498951782,0.34615384615384615,happy,0.3076923076923077,happy
WM11_HO,75,1.0266666666666666,0.13333333333333333,0.12987012987012986,0.11688311688311688,0.3660287081339713,0.48,happy,0.4533333333333333,happy
WM11_SC,51,1.0784313725490196,0.17647058823529413,0.23636363636363636,0.23636363636363636,0.32794612794612793,0.5294117647058824,sadness,0.5294117647058824,sadness
WM11_SUR,52,1.0769230769230769,0.3269230769230769,0.23214285714285715,0.19642857142857142,0.23506493506493506,0.36538461538461536,shock,0.3076923076923077,surprise
WM13_AO,100,1.02,0.18,0.18627450980392157,0.18627450980392157,0.39060376625897886,0.59,anger,0.58,anger
WM13_CC,52,1.0384615384615385,0.36538461538461536,0.35185185185185186,0.35185185185185186,0.12299091544374563,0.28846153846153844,neutral,0.2692307692307692,neutral
WM13_DO,125,1.064,0.224,0.21052631578947367,0.19548872180451127,0.47083618136249716,0.728,disgust,0.616,disgust
WM13_FO,101,1.0792079207920793,0.2871287128712871,0.27522935779816515,0.26605504587155965,0.154434250764526,0.3465346534653465,fear,0.33663366336633666,fear
WM13_HE,81,1.0246913580246915,0.20987654320987653,0.21686746987951808,0.20481927710843373,0.20805171907140757,0.3950617283950617,happy,0.38271604938271603,happy
WM13_HO,156,1.0128205128205128,0.19230769230769232,0.189873417721519,0.18354430379746836,0.2564702088204467,0.3974358974358974,happy,0.38461538461538464,happy
WM13_SC,129,1.062015503875969,0.17054263565891473,0.17518248175182483,0.17518248175182483,0.3204164877629884,0.4496124031007752,sad,0.4186046511627907,sad
WM13_SUR,80,1.075,0.2125,0.16279069767441862,0.1511627906976744,0.25499316005471956,0.45,shock,0.3125,shock
