"trial_type","trial_index","time_elapsed","internal_node_id","subject","workerId","hitId","assignmentId","structure_condition","match_condition","noise_type","success","timeout","failed_images","failed_audio","failed_video","view_history","rt","start_time","end_time","stimuli","image1","image2","image3","image4","choiceLocation","choiceImage","choiceEmotion","choiceModel","choice_index","reward_score","reward","reward_score_unadjusted","reward_image","score_after_trial","emotions","models","rewards","rewards_unadjusted","stimulus","response","question_order"
"pavlovia","0","13","0.0-0.0","p493868","AUFUUD4WG9CVO","3P888QFVX40Z2B7BK75OWKP045JQOK","3Z4AIRP3C8J120ZGQL763G3AR9Q1XQ","model","mismatch","uniform","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"preload","1","4084","0.0-1.0","p493868","AUFUUD4WG9CVO","3P888QFVX40Z2B7BK75OWKP045JQOK","3Z4AIRP3C8J120ZGQL763G3AR9Q1XQ","model","mismatch","uniform","true","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fullscreen","2","35650","0.0-2.0","p493868","AUFUUD4WG9CVO","3P888QFVX40Z2B7BK75OWKP045JQOK","3Z4AIRP3C8J120ZGQL763G3AR9Q1XQ","model","mismatch","uniform","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"instructions","3","38440","0.0-3.0","p493868","AUFUUD4WG9CVO","3P888QFVX40Z2B7BK75OWKP045JQOK","3Z4AIRP3C8J120ZGQL763G3AR9Q1XQ","model","mismatch","uniform","","","","","","[{""page_index"":0,""viewing_time"":2788.7000000476837}]","2789.100000023842","","","","","","","","","","","","","","","","","","","","","","","",""
"explore-choice","4","40713","0.0-4.0","p493868","AUFUUD4WG9CVO","3P888QFVX40Z2B7BK75OWKP045JQOK","3Z4AIRP3C8J120ZGQL763G3AR9Q1XQ","model","mismatch","uniform","","","","","","","1771","40226","41997","[""stimuli/sheep.jpg"",""stimuli/hammer.jpg"",""stimuli/basketball.jpg"",""stimuli/horse.jpg""]","stimuli/sheep.jpg","stimuli/hammer.jpg","stimuli/basketball.jpg","stimuli/horse.jpg","pos4","stimuli/horse.jpg","","","3","64","64","64","stimuli/stars_8.png","65","","","","","","",""
"explore-choice","5","42440","0.0-5.0","p493868","AUFUUD4WG9CVO","3P888QFVX40Z2B7BK75OWKP045JQOK","3Z4AIRP3C8J120ZGQL763G3AR9Q1XQ","model","mismatch","uniform","","","","","","","1224.8999999761581","42498.39999997616","43723.299999952316","[""stimuli/hammer.jpg"",""stimuli/basketball.jpg"",""stimuli/horse.jpg"",""stimuli/sheep.jpg""]","stimuli/hammer.jpg","stimuli/basketball.jpg","stimuli/horse.jpg","stimuli/sheep.jpg","pos1","stimuli/hammer.jpg","","","0","8","8","8","stimuli/stars_2.png","9","","","","","","",""
"instructions","6","50791","0.0-6.0","p493868","AUFUUD4WG9CVO","3P888QFVX40Z2B7BK75OWKP045JQOK","3Z4AIRP3C8J120ZGQL763G3AR9Q1XQ","model","mismatch","uniform","","","","","","[{""page_index"":0,""viewing_time"":8349.199999928474}]","8349.599999904633","","","","","","","","","","","","","","","","","","","","","","","",""
"explore-choice","7","52540","0.0-7.0","p493868","AUFUUD4WG9CVO","3P888QFVX40Z2B7BK75OWKP045JQOK","3Z4AIRP3C8J120ZGQL763G3AR9Q1XQ","model","mismatch","uniform","","","","","","","1246.8999999761581","52576.10000002384","53823","[""stimuli/AF09_HO.jpg"",""stimuli/WF11_CC.jpg"",""stimuli/BM07_DO.jpg"",""stimuli/WF06_SC.jpg""]","stimuli/AF09_HO.jpg","stimuli/WF11_CC.jpg","stimuli/BM07_DO.jpg","stimuli/WF06_SC.jpg","pos1","stimuli/AF09_HO.jpg","HO","AF09","0","0","0","2","stimuli/stars_0.png","1","[""HO"",""CC"",""DO"",""SC""]","[""AF09"",""WF11"",""BM07"",""WF06""]","[0,6,6,6]","[2,6,8,4]","","",""
"show-reward","8","54545","0.0-8.0","p493868","AUFUUD4WG9CVO","3P888QFVX40Z2B7BK75OWKP045JQOK","3Z4AIRP3C8J120ZGQL763G3AR9Q1XQ","model","mismatch","uniform","","","","","","","","54325.199999928474","56328.799999952316","","","","","","","","","","","","0","","stimuli/stars_0.png","1","","","","","stimuli/AF09_HO.jpg","",""
"explore-choice","9","57028","0.0-9.0","p493868","AUFUUD4WG9CVO","3P888QFVX40Z2B7BK75OWKP045JQOK","3Z4AIRP3C8J120ZGQL763G3AR9Q1XQ","model","mismatch","uniform","","","","","","","1981.3999999761581","56329.799999952316","58311.199999928474","[""stimuli/WF11_DO.jpg"",""stimuli/AF09_SC.jpg"",""stimuli/BM07_HO.jpg"",""stimuli/WF06_CC.jpg""]","stimuli/WF11_DO.jpg","stimuli/AF09_SC.jpg","stimuli/BM07_HO.jpg","stimuli/WF06_CC.jpg","pos3","stimuli/BM07_HO.jpg","HO","BM07","2","4","8","8","stimuli/stars_8.png","5","[""DO"",""SC"",""HO"",""CC""]","[""WF11"",""AF09"",""BM07"",""WF06""]","[4,3,8,6]","[6,2,8,4]","","",""
"show-reward","10","59031","0.0-10.0","p493868","AUFUUD4WG9CVO","3P888QFVX40Z2B7BK75OWKP045JQOK","3Z4AIRP3C8J120ZGQL763G3AR9Q1XQ","model","mismatch","uniform","","","","","","","","58812.89999997616","60814.60000002384","","","","","","","","","","","","8","","stimuli/stars_8.png","5","","","","","stimuli/BM07_HO.jpg","",""
"explore-choice","11","60640","0.0-11.0","p493868","AUFUUD4WG9CVO","3P888QFVX40Z2B7BK75OWKP045JQOK","3Z4AIRP3C8J120ZGQL763G3AR9Q1XQ","model","mismatch","uniform","","","","","","","1107.8000000715256","60815.199999928474","61923","[""stimuli/WF06_SC.jpg"",""stimuli/AF09_DO.jpg"",""stimuli/BM07_HO.jpg"",""stimuli/WF11_CC.jpg""]","stimuli/WF06_SC.jpg","stimuli/AF09_DO.jpg","stimuli/BM07_HO.jpg","stimuli/WF11_CC.jpg","pos3","stimuli/BM07_HO.jpg","HO","BM07","2","3.5","7","8","stimuli/stars_7.png","8.5","[""SC"",""DO"",""HO"",""CC""]","[""WF06"",""AF09"",""BM07"",""WF11""]","[5,0,7,5]","[4,2,8,6]","","",""
