"trial_type","trial_index","time_elapsed","internal_node_id","subject","workerId","hitId","assignmentId","structure_condition","match_condition","noise_type"
"pavlovia","0","20","0.0-0.0","p481251","A2UR8ZKKO51K5N","3RZS0FBRWLGDTA9TUPH81F59AWHPC0","34YB12FSQ0UNC3QFUXQ0ZMRIMW0MG6","model","match","uniform"
