"trial_type","trial_index","time_elapsed","internal_node_id","subject","workerId","hitId","assignmentId","structure_condition","match_condition","noise_type","success","timeout","failed_images","failed_audio","failed_video","view_history","rt","start_time","end_time","stimuli","image1","image2","image3","image4","choiceLocation","choiceImage","choiceEmotion","choiceModel","choice_index","reward_score","reward","reward_score_unadjusted","reward_image","score_after_trial","emotions","models","rewards","rewards_unadjusted","stimulus","response","question_order"
"pavlovia","0","41","0.0-0.0","p560335","ALJ70B2J04YR7","3087LXLJ6NMH85PJ46SJUKP4Z1V0FD","39L1G8WVWSXPM2S26W0IW0E6KEP31S","emotion","mismatch","uniform","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"preload","1","5784","0.0-1.0","p560335","ALJ70B2J04YR7","3087LXLJ6NMH85PJ46SJUKP4Z1V0FD","39L1G8WVWSXPM2S26W0IW0E6KEP31S","emotion","mismatch","uniform","true","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fullscreen","2","13130","0.0-2.0","p560335","ALJ70B2J04YR7","3087LXLJ6NMH85PJ46SJUKP4Z1V0FD","39L1G8WVWSXPM2S26W0IW0E6KEP31S","emotion","mismatch","uniform","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"instructions","3","18588","0.0-3.0","p560335","ALJ70B2J04YR7","3087LXLJ6NMH85PJ46SJUKP4Z1V0FD","39L1G8WVWSXPM2S26W0IW0E6KEP31S","emotion","mismatch","uniform","","","","","","[{""page_index"":0,""viewing_time"":5454.20000000298}]","5455","","","","","","","","","","","","","","","","","","","","","","","",""
"explore-choice","4","21682","0.0-4.0","p560335","ALJ70B2J04YR7","3087LXLJ6NMH85PJ46SJUKP4Z1V0FD","39L1G8WVWSXPM2S26W0IW0E6KEP31S","emotion","mismatch","uniform","","","","","","","2589.5","21662.20000000298","24251.70000000298","[""stimuli/sheep.jpg"",""stimuli/hammer.jpg"",""stimuli/basketball.jpg"",""stimuli/horse.jpg""]","stimuli/sheep.jpg","stimuli/hammer.jpg","stimuli/basketball.jpg","stimuli/horse.jpg","pos4","stimuli/horse.jpg","","","3","64","64","64","stimuli/stars_8.png","65","","","","","","",""
"explore-choice","5","24761","0.0-5.0","p560335","ALJ70B2J04YR7","3087LXLJ6NMH85PJ46SJUKP4Z1V0FD","39L1G8WVWSXPM2S26W0IW0E6KEP31S","emotion","mismatch","uniform","","","","","","","2574.8999999910593","24756.70000000298","27331.59999999404","[""stimuli/hammer.jpg"",""stimuli/basketball.jpg"",""stimuli/horse.jpg"",""stimuli/sheep.jpg""]","stimuli/hammer.jpg","stimuli/basketball.jpg","stimuli/horse.jpg","stimuli/sheep.jpg","pos1","stimuli/hammer.jpg","","","0","8","8","8","stimuli/stars_2.png","9","","","","","","",""
"instructions","6","43235","0.0-6.0","p560335","ALJ70B2J04YR7","3087LXLJ6NMH85PJ46SJUKP4Z1V0FD","39L1G8WVWSXPM2S26W0IW0E6KEP31S","emotion","mismatch","uniform","","","","","","[{""page_index"":0,""viewing_time"":18471.10000000894}]","18471.60000000894","","","","","","","","","","","","","","","","","","","","","","","",""
"explore-choice","7","46347","0.0-7.0","p560335","ALJ70B2J04YR7","3087LXLJ6NMH85PJ46SJUKP4Z1V0FD","39L1G8WVWSXPM2S26W0IW0E6KEP31S","emotion","mismatch","uniform","","","","","","","2608.2999999970198","46309.20000000298","48917.5","[""stimuli/HF04_FO.jpg"",""stimuli/AM06_SC.jpg"",""stimuli/BM04_AO.jpg"",""stimuli/BF05_SUR.jpg""]","stimuli/HF04_FO.jpg","stimuli/AM06_SC.jpg","stimuli/BM04_AO.jpg","stimuli/BF05_SUR.jpg","pos1","stimuli/HF04_FO.jpg","FO","HF04","0","5","10","8","stimuli/stars_10.png","6","[""FO"",""SC"",""AO"",""SUR""]","[""HF04"",""AM06"",""BM04"",""BF05""]","[10,2,2,4]","[8,4,2,6]","","",""
"show-reward","8","48359","0.0-8.0","p560335","ALJ70B2J04YR7","3087LXLJ6NMH85PJ46SJUKP4Z1V0FD","39L1G8WVWSXPM2S26W0IW0E6KEP31S","emotion","mismatch","uniform","","","","","","","","49422.89999999106","51431","","","","","","","","","","","","10","","stimuli/stars_10.png","6","","","","","stimuli/HF04_FO.jpg","",""
"explore-choice","9","51664","0.0-9.0","p560335","ALJ70B2J04YR7","3087LXLJ6NMH85PJ46SJUKP4Z1V0FD","39L1G8WVWSXPM2S26W0IW0E6KEP31S","emotion","mismatch","uniform","","","","","","","2802","51433","54235","[""stimuli/HF04_SC.jpg"",""stimuli/AM06_AO.jpg"",""stimuli/BF05_SUR.jpg"",""stimuli/BM04_FO.jpg""]","stimuli/HF04_SC.jpg","stimuli/AM06_AO.jpg","stimuli/BF05_SUR.jpg","stimuli/BM04_FO.jpg","pos4","stimuli/BM04_FO.jpg","FO","BM04","3","4.5","9","8","stimuli/stars_9.png","10.5","[""SC"",""AO"",""SUR"",""FO""]","[""HF04"",""AM06"",""BF05"",""BM04""]","[3,3,5,9]","[4,2,6,8]","","",""
"show-reward","10","53678","0.0-10.0","p560335","ALJ70B2J04YR7","3087LXLJ6NMH85PJ46SJUKP4Z1V0FD","39L1G8WVWSXPM2S26W0IW0E6KEP31S","emotion","mismatch","uniform","","","","","","","","54739.29999999702","56749","","","","","","","","","","","","9","","stimuli/stars_9.png","10.5","","","","","stimuli/BM04_FO.jpg","",""
"explore-choice","11","57422","0.0-11.0","p560335","ALJ70B2J04YR7","3087LXLJ6NMH85PJ46SJUKP4Z1V0FD","39L1G8WVWSXPM2S26W0IW0E6KEP31S","emotion","mismatch","uniform","","","","","","","3241.4000000059605","56751.79999999702","59993.20000000298","[""stimuli/HF04_SUR.jpg"",""stimuli/BF05_FO.jpg"",""stimuli/BM04_SC.jpg"",""stimuli/AM06_AO.jpg""]","stimuli/HF04_SUR.jpg","stimuli/BF05_FO.jpg","stimuli/BM04_SC.jpg","stimuli/AM06_AO.jpg","pos2","stimuli/BF05_FO.jpg","FO","BF05","1","3.5","7","8","stimuli/stars_7.png","14","[""SUR"",""FO"",""SC"",""AO""]","[""HF04"",""BF05"",""BM04"",""AM06""]","[6,7,2,2]","[6,8,4,2]","","",""
"show-reward","12","59431","0.0-12.0","p560335","ALJ70B2J04YR7","3087LXLJ6NMH85PJ46SJUKP4Z1V0FD","39L1G8WVWSXPM2S26W0IW0E6KEP31S","emotion","mismatch","uniform","","","","","","","","60495.5","62502.39999999106","","","","","","","","","","","","7","","stimuli/stars_7.png","14","","","","","stimuli/BF05_FO.jpg","",""
"explore-choice","13","62106","0.0-13.0","p560335","ALJ70B2J04YR7","3087LXLJ6NMH85PJ46SJUKP4Z1V0FD","39L1G8WVWSXPM2S26W0IW0E6KEP31S","emotion","mismatch","uniform","","","","","","","2173.2000000029802","62504.09999999404","64677.29999999702","[""stimuli/HF04_AO.jpg"",""stimuli/AM06_SUR.jpg"",""stimuli/BF05_SC.jpg"",""stimuli/BM04_FO.jpg""]","stimuli/HF04_AO.jpg","stimuli/AM06_SUR.jpg","stimuli/BF05_SC.jpg","stimuli/BM04_FO.jpg","pos4","stimuli/BM04_FO.jpg","FO","BM04","3","3","6","8","stimuli/stars_6.png","17","[""AO"",""SUR"",""SC"",""FO""]","[""HF04"",""AM06"",""BF05"",""BM04""]","[0,7,6,6]","[2,6,4,8]","","",""
"show-reward","14","64124","0.0-14.0","p560335","ALJ70B2J04YR7","3087LXLJ6NMH85PJ46SJUKP4Z1V0FD","39L1G8WVWSXPM2S26W0IW0E6KEP31S","emotion","mismatch","uniform","","","","","","","","65179.29999999702","67195.20000000298","","","","","","","","","","","","6","","stimuli/stars_6.png","17","","","","","stimuli/BM04_FO.jpg","",""
"explore-choice","15","68561","0.0-15.0","p560335","ALJ70B2J04YR7","3087LXLJ6NMH85PJ46SJUKP4Z1V0FD","39L1G8WVWSXPM2S26W0IW0E6KEP31S","emotion","mismatch","uniform","","","","","","","3933","67198.29999999702","71131.29999999702","[""stimuli/BM04_SUR.jpg"",""stimuli/BF05_SC.jpg"",""stimuli/HF04_AO.jpg"",""stimuli/AM06_FO.jpg""]","stimuli/BM04_SUR.jpg","stimuli/BF05_SC.jpg","stimuli/HF04_AO.jpg","stimuli/AM06_FO.jpg","pos3","stimuli/HF04_AO.jpg","AO","HF04","2","0.5","1","2","stimuli/stars_1.png","17.5","[""SUR"",""SC"",""AO"",""FO""]","[""BM04"",""BF05"",""HF04"",""AM06""]","[5,6,1,8]","[6,4,2,8]","","",""
"show-reward","16","70576","0.0-16.0","p560335","ALJ70B2J04YR7","3087LXLJ6NMH85PJ46SJUKP4Z1V0FD","39L1G8WVWSXPM2S26W0IW0E6KEP31S","emotion","mismatch","uniform","","","","","","","","71635.09999999404","73647.39999999106","","","","","","","","","","","","1","","stimuli/stars_1.png","17.5","","","","","stimuli/HF04_AO.jpg","",""
"explore-choice","17","74170","0.0-17.0","p560335","ALJ70B2J04YR7","3087LXLJ6NMH85PJ46SJUKP4Z1V0FD","39L1G8WVWSXPM2S26W0IW0E6KEP31S","emotion","mismatch","uniform","","","","","","","3090.2999999970198","73650.59999999404","76740.89999999106","[""stimuli/BM04_AO.jpg"",""stimuli/BF05_SC.jpg"",""stimuli/AM06_FO.jpg"",""stimuli/HF04_SUR.jpg""]","stimuli/BM04_AO.jpg","stimuli/BF05_SC.jpg","stimuli/AM06_FO.jpg","stimuli/HF04_SUR.jpg","pos3","stimuli/AM06_FO.jpg","FO","AM06","2","3","6","8","stimuli/stars_6.png","20.5","[""AO"",""SC"",""FO"",""SUR""]","[""BM04"",""BF05"",""AM06"",""HF04""]","[1,6,6,4]","[2,4,8,6]","","",""
"show-reward","18","76180","0.0-18.0","p560335","ALJ70B2J04YR7","3087LXLJ6NMH85PJ46SJUKP4Z1V0FD","39L1G8WVWSXPM2S26W0IW0E6KEP31S","emotion","mismatch","uniform","","","","","","","","77243.39999999106","79251.29999999702","","","","","","","","","","","","6","","stimuli/stars_6.png","20.5","","","","","stimuli/AM06_FO.jpg","",""
"explore-choice","19","80094","0.0-19.0","p560335","ALJ70B2J04YR7","3087LXLJ6NMH85PJ46SJUKP4Z1V0FD","39L1G8WVWSXPM2S26W0IW0E6KEP31S","emotion","mismatch","uniform","","","","","","","3408.9000000059605","79254.09999999404","82663","[""stimuli/AM06_SC.jpg"",""stimuli/HF04_SUR.jpg"",""stimuli/BF05_AO.jpg"",""stimuli/BM04_FO.jpg""]","stimuli/AM06_SC.jpg","stimuli/HF04_SUR.jpg","stimuli/BF05_AO.jpg","stimuli/BM04_FO.jpg","pos4","stimuli/BM04_FO.jpg","FO","BM04","3","3.5","7","8","stimuli/stars_7.png","24","[""SC"",""SUR"",""AO"",""FO""]","[""AM06"",""HF04"",""BF05"",""BM04""]","[2,8,2,7]","[4,6,2,8]","","",""
