"trial_type","trial_index","time_elapsed","internal_node_id","subject","workerId","hitId","assignmentId","structure_condition","match_condition","noise_type","success","timeout","failed_images","failed_audio","failed_video","view_history","rt","start_time","end_time","stimuli","image1","image2","image3","image4","choiceLocation","choiceImage","choiceEmotion","choiceModel","choice_index","reward_score","reward","reward_score_unadjusted","reward_image","score_after_trial","emotions","models","rewards","rewards_unadjusted","stimulus","response","question_order"
"pavlovia","0","44","0.0-0.0","p980243","A34YDGVZKRJ0LZ","3RZS0FBRWLGDTA9TUPH81F59AWHPC0","354P56DE9M97H5SJLRIS5IDVFHS7SR","model","mismatch","uniform","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"preload","1","5125","0.0-1.0","p980243","A34YDGVZKRJ0LZ","3RZS0FBRWLGDTA9TUPH81F59AWHPC0","354P56DE9M97H5SJLRIS5IDVFHS7SR","model","mismatch","uniform","true","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fullscreen","2","14355","0.0-2.0","p980243","A34YDGVZKRJ0LZ","3RZS0FBRWLGDTA9TUPH81F59AWHPC0","354P56DE9M97H5SJLRIS5IDVFHS7SR","model","mismatch","uniform","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"instructions","3","19405","0.0-3.0","p980243","A34YDGVZKRJ0LZ","3RZS0FBRWLGDTA9TUPH81F59AWHPC0","354P56DE9M97H5SJLRIS5IDVFHS7SR","model","mismatch","uniform","","","","","","[{""page_index"":0,""viewing_time"":5048.100000023842}]","5048.800000011921","","","","","","","","","","","","","","","","","","","","","","","",""
"explore-choice","4","22904","0.0-4.0","p980243","A34YDGVZKRJ0LZ","3RZS0FBRWLGDTA9TUPH81F59AWHPC0","354P56DE9M97H5SJLRIS5IDVFHS7SR","model","mismatch","uniform","","","","","","","2992.900000035763","23059.30000001192","26052.200000047684","[""stimuli/sheep.jpg"",""stimuli/hammer.jpg"",""stimuli/basketball.jpg"",""stimuli/horse.jpg""]","stimuli/sheep.jpg","stimuli/hammer.jpg","stimuli/basketball.jpg","stimuli/horse.jpg","pos4","stimuli/horse.jpg","","","3","64","64","64","stimuli/stars_8.png","65","","","","","","",""
"explore-choice","5","24725","0.0-5.0","p980243","A34YDGVZKRJ0LZ","3RZS0FBRWLGDTA9TUPH81F59AWHPC0","354P56DE9M97H5SJLRIS5IDVFHS7SR","model","mismatch","uniform","","","","","","","1319.9000000357628","26557.30000001192","27877.200000047684","[""stimuli/hammer.jpg"",""stimuli/basketball.jpg"",""stimuli/horse.jpg"",""stimuli/sheep.jpg""]","stimuli/hammer.jpg","stimuli/basketball.jpg","stimuli/horse.jpg","stimuli/sheep.jpg","pos1","stimuli/hammer.jpg","","","0","8","8","8","stimuli/stars_2.png","9","","","","","","",""
"instructions","6","48859","0.0-6.0","p980243","A34YDGVZKRJ0LZ","3RZS0FBRWLGDTA9TUPH81F59AWHPC0","354P56DE9M97H5SJLRIS5IDVFHS7SR","model","mismatch","uniform","","","","","","[{""page_index"":0,""viewing_time"":24129.099999964237}]","24130.899999976158","","","","","","","","","","","","","","","","","","","","","","","",""
"explore-choice","7","51436","0.0-7.0","p980243","A34YDGVZKRJ0LZ","3RZS0FBRWLGDTA9TUPH81F59AWHPC0","354P56DE9M97H5SJLRIS5IDVFHS7SR","model","mismatch","uniform","","","","","","","2058.5","52523.700000047684","54582.200000047684","[""stimuli/AM03_FO.jpg"",""stimuli/AM06_HO.jpg"",""stimuli/BM03_AO.jpg"",""stimuli/HF02_SC.jpg""]","stimuli/AM03_FO.jpg","stimuli/AM06_HO.jpg","stimuli/BM03_AO.jpg","stimuli/HF02_SC.jpg","pos4","stimuli/HF02_SC.jpg","SC","HF02","3","2","4","4","stimuli/stars_4.png","3","[""FO"",""HO"",""AO"",""SC""]","[""AM03"",""AM06"",""BM03"",""HF02""]","[1,4,6,4]","[2,6,8,4]","","",""
"show-reward","8","53446","0.0-8.0","p980243","A34YDGVZKRJ0LZ","3RZS0FBRWLGDTA9TUPH81F59AWHPC0","354P56DE9M97H5SJLRIS5IDVFHS7SR","model","mismatch","uniform","","","","","","","","55090.90000003576","57097","","","","","","","","","","","","4","","stimuli/stars_4.png","3","","","","","stimuli/HF02_SC.jpg","",""
"explore-choice","9","55175","0.0-9.0","p980243","A34YDGVZKRJ0LZ","3RZS0FBRWLGDTA9TUPH81F59AWHPC0","354P56DE9M97H5SJLRIS5IDVFHS7SR","model","mismatch","uniform","","","","","","","1225.5999999642372","57098.700000047684","58324.30000001192","[""stimuli/AM06_SC.jpg"",""stimuli/BM03_FO.jpg"",""stimuli/AM03_AO.jpg"",""stimuli/HF02_HO.jpg""]","stimuli/AM06_SC.jpg","stimuli/BM03_FO.jpg","stimuli/AM03_AO.jpg","stimuli/HF02_HO.jpg","pos2","stimuli/BM03_FO.jpg","FO","BM03","1","3.5","7","8","stimuli/stars_7.png","6.5","[""SC"",""FO"",""AO"",""HO""]","[""AM06"",""BM03"",""AM03"",""HF02""]","[8,7,4,5]","[6,8,2,4]","","",""
