"trial_type","trial_index","time_elapsed","internal_node_id","subject","workerId","hitId","assignmentId","structure_condition","match_condition","noise_type","success","timeout","failed_images","failed_audio","failed_video","view_history","rt","start_time","end_time","stimuli","image1","image2","image3","image4","choiceLocation","choiceImage","choiceEmotion","choiceModel","choice_index","reward_score","reward","reward_score_unadjusted","reward_image","score_after_trial","emotions","models","rewards","rewards_unadjusted","stimulus","response","question_order"
"pavlovia","0","16","0.0-0.0","p828701","A3OTBMKOEQ410P","3UUIU9GZC6BQMHTLWW3KSJ0W7IE5TB","3W92K5RLWWN8MTV4RT80ILJ6NEN5V9","emotion","match","uniform","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"preload","1","2439","0.0-1.0","p828701","A3OTBMKOEQ410P","3UUIU9GZC6BQMHTLWW3KSJ0W7IE5TB","3W92K5RLWWN8MTV4RT80ILJ6NEN5V9","emotion","match","uniform","true","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fullscreen","2","164385","0.0-2.0","p828701","A3OTBMKOEQ410P","3UUIU9GZC6BQMHTLWW3KSJ0W7IE5TB","3W92K5RLWWN8MTV4RT80ILJ6NEN5V9","emotion","match","uniform","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"instructions","3","168055","0.0-3.0","p828701","A3OTBMKOEQ410P","3UUIU9GZC6BQMHTLWW3KSJ0W7IE5TB","3W92K5RLWWN8MTV4RT80ILJ6NEN5V9","emotion","match","uniform","","","","","","[{""page_index"":0,""viewing_time"":3667.5999999940395}]","3668.2000000178814","","","","","","","","","","","","","","","","","","","","","","","",""
"explore-choice","4","174282","0.0-4.0","p828701","A3OTBMKOEQ410P","3UUIU9GZC6BQMHTLWW3KSJ0W7IE5TB","3W92K5RLWWN8MTV4RT80ILJ6NEN5V9","emotion","match","uniform","","","","","","","5719.0999999940395","170106.5","175825.59999999404","[""stimuli/sheep.jpg"",""stimuli/hammer.jpg"",""stimuli/basketball.jpg"",""stimuli/horse.jpg""]","stimuli/sheep.jpg","stimuli/hammer.jpg","stimuli/basketball.jpg","stimuli/horse.jpg","pos4","stimuli/horse.jpg","","","3","64","64","64","stimuli/stars_8.png","65","","","","","","",""
"explore-choice","5","175979","0.0-5.0","p828701","A3OTBMKOEQ410P","3UUIU9GZC6BQMHTLWW3KSJ0W7IE5TB","3W92K5RLWWN8MTV4RT80ILJ6NEN5V9","emotion","match","uniform","","","","","","","1195.2000000178814","176333.69999998808","177528.90000000596","[""stimuli/hammer.jpg"",""stimuli/basketball.jpg"",""stimuli/horse.jpg"",""stimuli/sheep.jpg""]","stimuli/hammer.jpg","stimuli/basketball.jpg","stimuli/horse.jpg","stimuli/sheep.jpg","pos1","stimuli/hammer.jpg","","","0","8","8","8","stimuli/stars_2.png","9","","","","","","",""
"instructions","6","186167","0.0-6.0","p828701","A3OTBMKOEQ410P","3UUIU9GZC6BQMHTLWW3KSJ0W7IE5TB","3W92K5RLWWN8MTV4RT80ILJ6NEN5V9","emotion","match","uniform","","","","","","[{""page_index"":0,""viewing_time"":10185.90000000596}]","10186.199999988079","","","","","","","","","","","","","","","","","","","","","","","",""
"explore-choice","7","187910","0.0-7.0","p828701","A3OTBMKOEQ410P","3UUIU9GZC6BQMHTLWW3KSJ0W7IE5TB","3W92K5RLWWN8MTV4RT80ILJ6NEN5V9","emotion","match","uniform","","","","","","","1230.2999999821186","188218.40000000596","189448.69999998808","[""stimuli/BM16_HO.jpg"",""stimuli/WF06_DO.jpg"",""stimuli/BF05_CC.jpg"",""stimuli/BM07_HE.jpg""]","stimuli/BM16_HO.jpg","stimuli/WF06_DO.jpg","stimuli/BF05_CC.jpg","stimuli/BM07_HE.jpg","pos4","stimuli/BM07_HE.jpg","HE","BM07","3","2","4","2","stimuli/stars_4.png","3","[""HO"",""DO"",""CC"",""HE""]","[""BM16"",""WF06"",""BF05"",""BM07""]","[10,2,8,4]","[8,4,6,2]","","",""
"show-reward","8","189921","0.0-8.0","p828701","A3OTBMKOEQ410P","3UUIU9GZC6BQMHTLWW3KSJ0W7IE5TB","3W92K5RLWWN8MTV4RT80ILJ6NEN5V9","emotion","match","uniform","","","","","","","","189962.5","191970.79999998212","","","","","","","","","","","","4","","stimuli/stars_4.png","3","","","","","stimuli/BM07_HE.jpg","",""
"explore-choice","9","192795","0.0-9.0","p828701","A3OTBMKOEQ410P","3UUIU9GZC6BQMHTLWW3KSJ0W7IE5TB","3W92K5RLWWN8MTV4RT80ILJ6NEN5V9","emotion","match","uniform","","","","","","","2372.0999999940395","191972.40000000596","194344.5","[""stimuli/BM16_HO.jpg"",""stimuli/BF05_CC.jpg"",""stimuli/WF06_HE.jpg"",""stimuli/BM07_DO.jpg""]","stimuli/BM16_HO.jpg","stimuli/BF05_CC.jpg","stimuli/WF06_HE.jpg","stimuli/BM07_DO.jpg","pos1","stimuli/BM16_HO.jpg","HO","BM16","0","5","10","8","stimuli/stars_10.png","8","[""HO"",""CC"",""HE"",""DO""]","[""BM16"",""BF05"",""WF06"",""BM07""]","[10,5,3,5]","[8,6,2,4]","","",""
"show-reward","10","194800","0.0-10.0","p828701","A3OTBMKOEQ410P","3UUIU9GZC6BQMHTLWW3KSJ0W7IE5TB","3W92K5RLWWN8MTV4RT80ILJ6NEN5V9","emotion","match","uniform","","","","","","","","194846.69999998808","196850.19999998808","","","","","","","","","","","","10","","stimuli/stars_10.png","8","","","","","stimuli/BM16_HO.jpg","",""
"explore-choice","11","196759","0.0-11.0","p828701","A3OTBMKOEQ410P","3UUIU9GZC6BQMHTLWW3KSJ0W7IE5TB","3W92K5RLWWN8MTV4RT80ILJ6NEN5V9","emotion","match","uniform","","","","","","","1453.199999988079","196851.40000000596","198304.59999999404","[""stimuli/BM07_DO.jpg"",""stimuli/BF05_CC.jpg"",""stimuli/WF06_HO.jpg"",""stimuli/BM16_HE.jpg""]","stimuli/BM07_DO.jpg","stimuli/BF05_CC.jpg","stimuli/WF06_HO.jpg","stimuli/BM16_HE.jpg","pos4","stimuli/BM16_HE.jpg","HE","BM16","3","0","0","2","stimuli/stars_0.png","8","[""DO"",""CC"",""HO"",""HE""]","[""BM07"",""BF05"",""WF06"",""BM16""]","[4,5,9,0]","[4,6,8,2]","","",""
"show-reward","12","198770","0.0-12.0","p828701","A3OTBMKOEQ410P","3UUIU9GZC6BQMHTLWW3KSJ0W7IE5TB","3W92K5RLWWN8MTV4RT80ILJ6NEN5V9","emotion","match","uniform","","","","","","","","198810.5","200820","","","","","","","","","","","","0","","stimuli/stars_0.png","8","","","","","stimuli/BM16_HE.jpg","",""
