"trial_type","trial_index","time_elapsed","internal_node_id","subject","workerId","hitId","assignmentId","structure_condition","match_condition","noise_type"
"pavlovia","0","11967","0.0-0.0","p606926","A3CGQOJC28OVGN","3FVBZG9CLKK1M1GPZWGJX51HFG80HB","3LEP4MGT3I6OHSCR1IZJFLDRX35BDH","model","mismatch","uniform"
