"trial_type","trial_index","time_elapsed","internal_node_id","subject","workerId","hitId","assignmentId","structure_condition","match_condition","noise_type","success","timeout","failed_images","failed_audio","failed_video","view_history","rt","start_time","end_time","stimuli","image1","image2","image3","image4","choiceLocation","choiceImage","choiceEmotion","choiceModel","choice_index","reward_score","reward","reward_score_unadjusted","reward_image","score_after_trial","emotions","models","rewards","rewards_unadjusted","stimulus","response","question_order"
"pavlovia","0","8","0.0-0.0","p776146","A26NGLGGFTATVN","3WPCIUYH1BELQU8EB2L3QVOOKYBTD4","3YMTUJH0DUMBDINF8TPBCBP7QXBT4B","model","mismatch","uniform","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"preload","1","6189","0.0-1.0","p776146","A26NGLGGFTATVN","3WPCIUYH1BELQU8EB2L3QVOOKYBTD4","3YMTUJH0DUMBDINF8TPBCBP7QXBT4B","model","mismatch","uniform","true","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fullscreen","2","8347","0.0-2.0","p776146","A26NGLGGFTATVN","3WPCIUYH1BELQU8EB2L3QVOOKYBTD4","3YMTUJH0DUMBDINF8TPBCBP7QXBT4B","model","mismatch","uniform","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"instructions","3","10877","0.0-3.0","p776146","A26NGLGGFTATVN","3WPCIUYH1BELQU8EB2L3QVOOKYBTD4","3YMTUJH0DUMBDINF8TPBCBP7QXBT4B","model","mismatch","uniform","","","","","","[{""page_index"":0,""viewing_time"":2528.7000000476837}]","2528.7999999523163","","","","","","","","","","","","","","","","","","","","","","","",""
"explore-choice","4","13551","0.0-4.0","p776146","A26NGLGGFTATVN","3WPCIUYH1BELQU8EB2L3QVOOKYBTD4","3YMTUJH0DUMBDINF8TPBCBP7QXBT4B","model","mismatch","uniform","","","","","","","2168.7000000476837","12912.699999928474","15081.399999976158","[""stimuli/sheep.jpg"",""stimuli/hammer.jpg"",""stimuli/basketball.jpg"",""stimuli/horse.jpg""]","stimuli/sheep.jpg","stimuli/hammer.jpg","stimuli/basketball.jpg","stimuli/horse.jpg","pos4","stimuli/horse.jpg","","","3","64","64","64","stimuli/stars_8.png","65","","","","","","",""
"explore-choice","5","15189","0.0-5.0","p776146","A26NGLGGFTATVN","3WPCIUYH1BELQU8EB2L3QVOOKYBTD4","3YMTUJH0DUMBDINF8TPBCBP7QXBT4B","model","mismatch","uniform","","","","","","","1123.3999999761581","15587.699999928474","16711.099999904633","[""stimuli/hammer.jpg"",""stimuli/basketball.jpg"",""stimuli/horse.jpg"",""stimuli/sheep.jpg""]","stimuli/hammer.jpg","stimuli/basketball.jpg","stimuli/horse.jpg","stimuli/sheep.jpg","pos1","stimuli/hammer.jpg","","","0","8","8","8","stimuli/stars_2.png","9","","","","","","",""
"instructions","6","21797","0.0-6.0","p776146","A26NGLGGFTATVN","3WPCIUYH1BELQU8EB2L3QVOOKYBTD4","3YMTUJH0DUMBDINF8TPBCBP7QXBT4B","model","mismatch","uniform","","","","","","[{""page_index"":0,""viewing_time"":6607}]","6607.199999928474","","","","","","","","","","","","","","","","","","","","","","","",""
"explore-choice","7","23828","0.0-7.0","p776146","A26NGLGGFTATVN","3WPCIUYH1BELQU8EB2L3QVOOKYBTD4","3YMTUJH0DUMBDINF8TPBCBP7QXBT4B","model","mismatch","uniform","","","","","","","1528.0999999046326","23833","25361.099999904633","[""stimuli/AM06_AO.jpg"",""stimuli/BF04_SUR.jpg"",""stimuli/BM03_HE.jpg"",""stimuli/BM16_CC.jpg""]","stimuli/AM06_AO.jpg","stimuli/BF04_SUR.jpg","stimuli/BM03_HE.jpg","stimuli/BM16_CC.jpg","pos2","stimuli/BF04_SUR.jpg","SUR","BF04","1","1","2","2","stimuli/stars_2.png","2","[""AO"",""SUR"",""HE"",""CC""]","[""AM06"",""BF04"",""BM03"",""BM16""]","[6,2,5,6]","[4,2,6,8]","","",""
"show-reward","8","25831","0.0-8.0","p776146","A26NGLGGFTATVN","3WPCIUYH1BELQU8EB2L3QVOOKYBTD4","3YMTUJH0DUMBDINF8TPBCBP7QXBT4B","model","mismatch","uniform","","","","","","","","25863.799999952316","27866.099999904633","","","","","","","","","","","","2","","stimuli/stars_2.png","2","","","","","stimuli/BF04_SUR.jpg","",""
"explore-choice","9","27635","0.0-9.0","p776146","A26NGLGGFTATVN","3WPCIUYH1BELQU8EB2L3QVOOKYBTD4","3YMTUJH0DUMBDINF8TPBCBP7QXBT4B","model","mismatch","uniform","","","","","","","1290.8000000715256","27867.199999928474","29158","[""stimuli/BF04_CC.jpg"",""stimuli/BM03_SUR.jpg"",""stimuli/BM16_AO.jpg"",""stimuli/AM06_HE.jpg""]","stimuli/BF04_CC.jpg","stimuli/BM03_SUR.jpg","stimuli/BM16_AO.jpg","stimuli/AM06_HE.jpg","pos3","stimuli/BM16_AO.jpg","AO","BM16","2","4.5","9","8","stimuli/stars_9.png","6.5","[""CC"",""SUR"",""AO"",""HE""]","[""BF04"",""BM03"",""BM16"",""AM06""]","[1,4,9,5]","[2,6,8,4]","","",""
