"trial_type","trial_index","time_elapsed","internal_node_id","subject","workerId","hitId","assignmentId","structure_condition","match_condition","noise_type","success","timeout","failed_images","failed_audio","failed_video","view_history","rt","start_time","end_time","stimuli","image1","image2","image3","image4","choiceLocation","choiceImage","choiceEmotion","choiceModel","choice_index","reward_score","reward","reward_score_unadjusted","reward_image","score_after_trial","emotions","models","rewards","rewards_unadjusted","stimulus","response","question_order"
"pavlovia","0","9","0.0-0.0","p466195","AE4FRGGT254D3","3P888QFVX40Z2B7BK75OWKP045JQOK","386CSBG1O1SC0PZ1ADOV44YY2IT6Q8","model","match","uniform","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"preload","1","27525","0.0-1.0","p466195","AE4FRGGT254D3","3P888QFVX40Z2B7BK75OWKP045JQOK","386CSBG1O1SC0PZ1ADOV44YY2IT6Q8","model","match","uniform","true","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fullscreen","2","43303","0.0-2.0","p466195","AE4FRGGT254D3","3P888QFVX40Z2B7BK75OWKP045JQOK","386CSBG1O1SC0PZ1ADOV44YY2IT6Q8","model","match","uniform","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"instructions","3","48293","0.0-3.0","p466195","AE4FRGGT254D3","3P888QFVX40Z2B7BK75OWKP045JQOK","386CSBG1O1SC0PZ1ADOV44YY2IT6Q8","model","match","uniform","","","","","","[{""page_index"":0,""viewing_time"":4989.099999904633}]","4989.400000095367","","","","","","","","","","","","","","","","","","","","","","","",""
"explore-choice","4","51477","0.0-4.0","p466195","AE4FRGGT254D3","3P888QFVX40Z2B7BK75OWKP045JQOK","386CSBG1O1SC0PZ1ADOV44YY2IT6Q8","model","match","uniform","","","","","","","2670","49531.5","52201.5","[""stimuli/sheep.jpg"",""stimuli/hammer.jpg"",""stimuli/basketball.jpg"",""stimuli/horse.jpg""]","stimuli/sheep.jpg","stimuli/hammer.jpg","stimuli/basketball.jpg","stimuli/horse.jpg","pos4","stimuli/horse.jpg","","","3","64","64","64","stimuli/stars_8.png","65","","","","","","",""
"explore-choice","5","54388","0.0-5.0","p466195","AE4FRGGT254D3","3P888QFVX40Z2B7BK75OWKP045JQOK","386CSBG1O1SC0PZ1ADOV44YY2IT6Q8","model","match","uniform","","","","","","","2395.7999999523163","52715.200000047684","55111","[""stimuli/hammer.jpg"",""stimuli/basketball.jpg"",""stimuli/horse.jpg"",""stimuli/sheep.jpg""]","stimuli/hammer.jpg","stimuli/basketball.jpg","stimuli/horse.jpg","stimuli/sheep.jpg","pos1","stimuli/hammer.jpg","","","0","8","8","8","stimuli/stars_2.png","9","","","","","","",""
"instructions","6","79044","0.0-6.0","p466195","AE4FRGGT254D3","3P888QFVX40Z2B7BK75OWKP045JQOK","386CSBG1O1SC0PZ1ADOV44YY2IT6Q8","model","match","uniform","","","","","","[{""page_index"":0,""viewing_time"":24654.300000190735}]","24654.5","","","","","","","","","","","","","","","","","","","","","","","",""
"explore-choice","7","81893","0.0-7.0","p466195","AE4FRGGT254D3","3P888QFVX40Z2B7BK75OWKP045JQOK","386CSBG1O1SC0PZ1ADOV44YY2IT6Q8","model","match","uniform","","","","","","","2346.5","80282.20000004768","82628.70000004768","[""stimuli/AF02_HO.jpg"",""stimuli/WF04_SC.jpg"",""stimuli/AM09_CC.jpg"",""stimuli/BM04_AO.jpg""]","stimuli/AF02_HO.jpg","stimuli/WF04_SC.jpg","stimuli/AM09_CC.jpg","stimuli/BM04_AO.jpg","pos1","stimuli/AF02_HO.jpg","HO","AF02","0","1.5","3","4","stimuli/stars_3.png","2.5","[""HO"",""SC"",""CC"",""AO""]","[""AF02"",""WF04"",""AM09"",""BM04""]","[3,6,5,1]","[4,8,6,2]","","",""
"show-reward","8","83904","0.0-8.0","p466195","AE4FRGGT254D3","3P888QFVX40Z2B7BK75OWKP045JQOK","386CSBG1O1SC0PZ1ADOV44YY2IT6Q8","model","match","uniform","","","","","","","","83131.79999995232","85141.29999995232","","","","","","","","","","","","3","","stimuli/stars_3.png","2.5","","","","","stimuli/AF02_HO.jpg","",""
"explore-choice","9","87720","0.0-9.0","p466195","AE4FRGGT254D3","3P888QFVX40Z2B7BK75OWKP045JQOK","386CSBG1O1SC0PZ1ADOV44YY2IT6Q8","model","match","uniform","","","","","","","3306.399999856949","85141.90000009537","88448.29999995232","[""stimuli/WF04_CC.jpg"",""stimuli/BM04_SC.jpg"",""stimuli/AF02_AO.jpg"",""stimuli/AM09_HO.jpg""]","stimuli/WF04_CC.jpg","stimuli/BM04_SC.jpg","stimuli/AF02_AO.jpg","stimuli/AM09_HO.jpg","pos4","stimuli/AM09_HO.jpg","HO","AM09","3","3.5","7","6","stimuli/stars_7.png","6","[""CC"",""SC"",""AO"",""HO""]","[""WF04"",""BM04"",""AF02"",""AM09""]","[10,2,3,7]","[8,2,4,6]","","",""
