"trial_type","trial_index","time_elapsed","internal_node_id","subject","workerId","hitId","assignmentId","structure_condition","match_condition","noise_type"
"pavlovia","0","9","0.0-0.0","p71802","A3RKG5PZN97RD5","3WRBLBQ2GSENM5LEFQY1C5PG0GV0GC","3U4J9857OGH80JBHA5WXFT3VBS2B7O","model","mismatch","uniform"
