"trial_type","trial_index","time_elapsed","internal_node_id","subject","workerId","hitId","assignmentId","structure_condition","match_condition","noise_type","success","timeout","failed_images","failed_audio","failed_video","view_history","rt","start_time","end_time","stimuli","image1","image2","image3","image4","choiceLocation","choiceImage","choiceEmotion","choiceModel","choice_index","reward_score","reward","reward_score_unadjusted","reward_image","score_after_trial","emotions","models","rewards","rewards_unadjusted","stimulus","response","question_order"
"pavlovia","0","5","0.0-0.0","p461294","AX27MR7AMU52H","3OWZNK3RYMVDNXPNEIRWZ8JM6MU2UY","39GAF6DQWT69YBULQ66OFV6PBYI1VN","model","mismatch","uniform","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"preload","1","61904","0.0-1.0","p461294","AX27MR7AMU52H","3OWZNK3RYMVDNXPNEIRWZ8JM6MU2UY","39GAF6DQWT69YBULQ66OFV6PBYI1VN","model","mismatch","uniform","true","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fullscreen","2","717579","0.0-2.0","p461294","AX27MR7AMU52H","3OWZNK3RYMVDNXPNEIRWZ8JM6MU2UY","39GAF6DQWT69YBULQ66OFV6PBYI1VN","model","mismatch","uniform","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"instructions","3","721248","0.0-3.0","p461294","AX27MR7AMU52H","3OWZNK3RYMVDNXPNEIRWZ8JM6MU2UY","39GAF6DQWT69YBULQ66OFV6PBYI1VN","model","mismatch","uniform","","","","","","[{""page_index"":0,""viewing_time"":3665.800000011921}]","3666.800000011921","","","","","","","","","","","","","","","","","","","","","","","",""
"explore-choice","4","723878","0.0-4.0","p461294","AX27MR7AMU52H","3OWZNK3RYMVDNXPNEIRWZ8JM6MU2UY","39GAF6DQWT69YBULQ66OFV6PBYI1VN","model","mismatch","uniform","","","","","","","2126.600000023842","722463.3000000119","724589.9000000358","[""stimuli/sheep.jpg"",""stimuli/hammer.jpg"",""stimuli/basketball.jpg"",""stimuli/horse.jpg""]","stimuli/sheep.jpg","stimuli/hammer.jpg","stimuli/basketball.jpg","stimuli/horse.jpg","pos4","stimuli/horse.jpg","","","3","64","64","64","stimuli/stars_8.png","65","","","","","","",""
"explore-choice","5","725415","0.0-5.0","p461294","AX27MR7AMU52H","3OWZNK3RYMVDNXPNEIRWZ8JM6MU2UY","39GAF6DQWT69YBULQ66OFV6PBYI1VN","model","mismatch","uniform","","","","","","","1032","725093","726125","[""stimuli/hammer.jpg"",""stimuli/basketball.jpg"",""stimuli/horse.jpg"",""stimuli/sheep.jpg""]","stimuli/hammer.jpg","stimuli/basketball.jpg","stimuli/horse.jpg","stimuli/sheep.jpg","pos1","stimuli/hammer.jpg","","","0","8","8","8","stimuli/stars_2.png","9","","","","","","",""
"instructions","6","745070","0.0-6.0","p461294","AX27MR7AMU52H","3OWZNK3RYMVDNXPNEIRWZ8JM6MU2UY","39GAF6DQWT69YBULQ66OFV6PBYI1VN","model","mismatch","uniform","","","","","","[{""page_index"":0,""viewing_time"":19653.30000001192}]","19653.599999964237","","","","","","","","","","","","","","","","","","","","","","","",""
"explore-choice","7","747668","0.0-7.0","p461294","AX27MR7AMU52H","3OWZNK3RYMVDNXPNEIRWZ8JM6MU2UY","39GAF6DQWT69YBULQ66OFV6PBYI1VN","model","mismatch","uniform","","","","","","","2095.199999988079","746284.9000000358","748380.1000000238","[""stimuli/WM13_HO.jpg"",""stimuli/WM09_SC.jpg"",""stimuli/BF08_DO.jpg"",""stimuli/WM11_SUR.jpg""]","stimuli/WM13_HO.jpg","stimuli/WM09_SC.jpg","stimuli/BF08_DO.jpg","stimuli/WM11_SUR.jpg","pos1","stimuli/WM13_HO.jpg","HO","WM13","0","3.5","7","6","stimuli/stars_7.png","4.5","[""HO"",""SC"",""DO"",""SUR""]","[""WM13"",""WM09"",""BF08"",""WM11""]","[7,9,2,6]","[6,8,2,4]","","",""
"show-reward","8","749674","0.0-8.0","p461294","AX27MR7AMU52H","3OWZNK3RYMVDNXPNEIRWZ8JM6MU2UY","39GAF6DQWT69YBULQ66OFV6PBYI1VN","model","mismatch","uniform","","","","","","","","748884.1999999881","750888.1000000238","","","","","","","","","","","","7","","stimuli/stars_7.png","4.5","","","","","stimuli/WM13_HO.jpg","",""
"explore-choice","9","751764","0.0-9.0","p461294","AX27MR7AMU52H","3OWZNK3RYMVDNXPNEIRWZ8JM6MU2UY","39GAF6DQWT69YBULQ66OFV6PBYI1VN","model","mismatch","uniform","","","","","","","1586.6000000238419","750889.6999999881","752476.3000000119","[""stimuli/WM09_SUR.jpg"",""stimuli/BF08_DO.jpg"",""stimuli/WM11_SC.jpg"",""stimuli/WM13_HO.jpg""]","stimuli/WM09_SUR.jpg","stimuli/BF08_DO.jpg","stimuli/WM11_SC.jpg","stimuli/WM13_HO.jpg","pos4","stimuli/WM13_HO.jpg","HO","WM13","3","2","4","6","stimuli/stars_4.png","6.5","[""SUR"",""DO"",""SC"",""HO""]","[""WM09"",""BF08"",""WM11"",""WM13""]","[6,0,3,4]","[8,2,4,6]","","",""
