"trial_type","trial_index","time_elapsed","internal_node_id","subject","workerId","hitId","assignmentId","structure_condition","match_condition","noise_type","success","timeout","failed_images","failed_audio","failed_video","view_history","rt","start_time","end_time","stimuli","image1","image2","image3","image4","choiceLocation","choiceImage","choiceEmotion","choiceModel","choice_index","reward_score","reward","reward_score_unadjusted","reward_image","score_after_trial","emotions","models","rewards","rewards_unadjusted","stimulus","response","question_order"
"pavlovia","0","31","0.0-0.0","p816686","A48WNR6C4CI3J","3S1L4CQSFYBD9IN1W8PCJQ1H8N7AFE","3OE22WJIGKUX20P26VMYKACE530UQL","model","match","uniform","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"preload","1","6101","0.0-1.0","p816686","A48WNR6C4CI3J","3S1L4CQSFYBD9IN1W8PCJQ1H8N7AFE","3OE22WJIGKUX20P26VMYKACE530UQL","model","match","uniform","true","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fullscreen","2","11546","0.0-2.0","p816686","A48WNR6C4CI3J","3S1L4CQSFYBD9IN1W8PCJQ1H8N7AFE","3OE22WJIGKUX20P26VMYKACE530UQL","model","match","uniform","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"instructions","3","15088","0.0-3.0","p816686","A48WNR6C4CI3J","3S1L4CQSFYBD9IN1W8PCJQ1H8N7AFE","3OE22WJIGKUX20P26VMYKACE530UQL","model","match","uniform","","","","","","[{""page_index"":0,""viewing_time"":3539.60000000149}]","3540.1999999955297","","","","","","","","","","","","","","","","","","","","","","","",""
"explore-choice","4","18017","0.0-4.0","p816686","A48WNR6C4CI3J","3S1L4CQSFYBD9IN1W8PCJQ1H8N7AFE","3OE22WJIGKUX20P26VMYKACE530UQL","model","match","uniform","","","","","","","2425.5","16516","18941.5","[""stimuli/sheep.jpg"",""stimuli/hammer.jpg"",""stimuli/basketball.jpg"",""stimuli/horse.jpg""]","stimuli/sheep.jpg","stimuli/hammer.jpg","stimuli/basketball.jpg","stimuli/horse.jpg","pos4","stimuli/horse.jpg","","","3","64","64","64","stimuli/stars_8.png","65","","","","","","",""
"explore-choice","5","20025","0.0-5.0","p816686","A48WNR6C4CI3J","3S1L4CQSFYBD9IN1W8PCJQ1H8N7AFE","3OE22WJIGKUX20P26VMYKACE530UQL","model","match","uniform","","","","","","","1505.6000000014901","19444.60000000149","20950.20000000298","[""stimuli/hammer.jpg"",""stimuli/basketball.jpg"",""stimuli/horse.jpg"",""stimuli/sheep.jpg""]","stimuli/hammer.jpg","stimuli/basketball.jpg","stimuli/horse.jpg","stimuli/sheep.jpg","pos1","stimuli/hammer.jpg","","","0","8","8","8","stimuli/stars_2.png","9","","","","","","",""
"instructions","6","30908","0.0-6.0","p816686","A48WNR6C4CI3J","3S1L4CQSFYBD9IN1W8PCJQ1H8N7AFE","3OE22WJIGKUX20P26VMYKACE530UQL","model","match","uniform","","","","","","[{""page_index"":0,""viewing_time"":10880.60000000149}]","10881.39999999851","","","","","","","","","","","","","","","","","","","","","","","",""
"explore-choice","7","33361","0.0-7.0","p816686","A48WNR6C4CI3J","3S1L4CQSFYBD9IN1W8PCJQ1H8N7AFE","3OE22WJIGKUX20P26VMYKACE530UQL","model","match","uniform","","","","","","","1949.3999999985099","32336.20000000298","34285.60000000149","[""stimuli/AM09_HO.jpg"",""stimuli/WM11_FO.jpg"",""stimuli/BF08_HE.jpg"",""stimuli/WM07_SUR.jpg""]","stimuli/AM09_HO.jpg","stimuli/WM11_FO.jpg","stimuli/BF08_HE.jpg","stimuli/WM07_SUR.jpg","pos2","stimuli/WM11_FO.jpg","FO","WM11","1","3","6","8","stimuli/stars_6.png","4","[""HO"",""FO"",""HE"",""SUR""]","[""AM09"",""WM11"",""BF08"",""WM07""]","[5,6,6,2]","[6,8,4,2]","","",""
"show-reward","8","35368","0.0-8.0","p816686","A48WNR6C4CI3J","3S1L4CQSFYBD9IN1W8PCJQ1H8N7AFE","3OE22WJIGKUX20P26VMYKACE530UQL","model","match","uniform","","","","","","","","34788.90000000596","36793.30000000447","","","","","","","","","","","","6","","stimuli/stars_6.png","4","","","","","stimuli/WM11_FO.jpg","",""
"explore-choice","9","37832","0.0-9.0","p816686","A48WNR6C4CI3J","3S1L4CQSFYBD9IN1W8PCJQ1H8N7AFE","3OE22WJIGKUX20P26VMYKACE530UQL","model","match","uniform","","","","","","","1962.6000000014901","36795.30000000447","38757.90000000596","[""stimuli/AM09_HE.jpg"",""stimuli/WM07_SUR.jpg"",""stimuli/WM11_HO.jpg"",""stimuli/BF08_FO.jpg""]","stimuli/AM09_HE.jpg","stimuli/WM07_SUR.jpg","stimuli/WM11_HO.jpg","stimuli/BF08_FO.jpg","pos3","stimuli/WM11_HO.jpg","HO","WM11","2","3.5","7","8","stimuli/stars_7.png","7.5","[""HE"",""SUR"",""HO"",""FO""]","[""AM09"",""WM07"",""WM11"",""BF08""]","[8,0,7,4]","[6,2,8,4]","","",""
