"trial_type","trial_index","time_elapsed","internal_node_id","subject","workerId","hitId","assignmentId","structure_condition","match_condition","noise_type","success","timeout","failed_images","failed_audio","failed_video","view_history","rt","start_time","end_time","stimuli","image1","image2","image3","image4","choiceLocation","choiceImage","choiceEmotion","choiceModel","choice_index","reward_score","reward","reward_score_unadjusted","reward_image","score_after_trial","emotions","models","rewards","rewards_unadjusted","stimulus","response","question_order"
"pavlovia","0","9","0.0-0.0","p317284","A2FGKKWP33DFWS","3S1L4CQSFYBD9IN1W8PCJQ1H8N7AFE","3JZQSN0I3SGH6TYY8AMN4W79PTCFGC","emotion","mismatch","uniform","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"preload","1","4120","0.0-1.0","p317284","A2FGKKWP33DFWS","3S1L4CQSFYBD9IN1W8PCJQ1H8N7AFE","3JZQSN0I3SGH6TYY8AMN4W79PTCFGC","emotion","mismatch","uniform","true","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fullscreen","2","7815","0.0-2.0","p317284","A2FGKKWP33DFWS","3S1L4CQSFYBD9IN1W8PCJQ1H8N7AFE","3JZQSN0I3SGH6TYY8AMN4W79PTCFGC","emotion","mismatch","uniform","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"instructions","3","11696","0.0-3.0","p317284","A2FGKKWP33DFWS","3S1L4CQSFYBD9IN1W8PCJQ1H8N7AFE","3JZQSN0I3SGH6TYY8AMN4W79PTCFGC","emotion","mismatch","uniform","","","","","","[{""page_index"":0,""viewing_time"":3879}]","3879.599999964237","","","","","","","","","","","","","","","","","","","","","","","",""
"explore-choice","4","14361","0.0-4.0","p317284","A2FGKKWP33DFWS","3S1L4CQSFYBD9IN1W8PCJQ1H8N7AFE","3JZQSN0I3SGH6TYY8AMN4W79PTCFGC","emotion","mismatch","uniform","","","","","","","2163.300000011921","13567","15730.300000011921","[""stimuli/sheep.jpg"",""stimuli/hammer.jpg"",""stimuli/basketball.jpg"",""stimuli/horse.jpg""]","stimuli/sheep.jpg","stimuli/hammer.jpg","stimuli/basketball.jpg","stimuli/horse.jpg","pos4","stimuli/horse.jpg","","","3","64","64","64","stimuli/stars_8.png","65","","","","","","",""
"explore-choice","5","16491","0.0-5.0","p317284","A2FGKKWP33DFWS","3S1L4CQSFYBD9IN1W8PCJQ1H8N7AFE","3JZQSN0I3SGH6TYY8AMN4W79PTCFGC","emotion","mismatch","uniform","","","","","","","1627.7999999523163","16232.600000023842","17860.399999976158","[""stimuli/hammer.jpg"",""stimuli/basketball.jpg"",""stimuli/horse.jpg"",""stimuli/sheep.jpg""]","stimuli/hammer.jpg","stimuli/basketball.jpg","stimuli/horse.jpg","stimuli/sheep.jpg","pos1","stimuli/hammer.jpg","","","0","8","8","8","stimuli/stars_2.png","9","","","","","","",""
"instructions","6","29643","0.0-6.0","p317284","A2FGKKWP33DFWS","3S1L4CQSFYBD9IN1W8PCJQ1H8N7AFE","3JZQSN0I3SGH6TYY8AMN4W79PTCFGC","emotion","mismatch","uniform","","","","","","[{""page_index"":0,""viewing_time"":13151.600000023842}]","13151.900000035763","","","","","","","","","","","","","","","","","","","","","","","",""
"explore-choice","7","35624","0.0-7.0","p317284","A2FGKKWP33DFWS","3S1L4CQSFYBD9IN1W8PCJQ1H8N7AFE","3JZQSN0I3SGH6TYY8AMN4W79PTCFGC","emotion","mismatch","uniform","","","","","","","5479","31514.80000001192","36993.80000001192","[""stimuli/WF11_CC.jpg"",""stimuli/AF11_DO.jpg"",""stimuli/WF14_AO.jpg"",""stimuli/HM02_SUR.jpg""]","stimuli/WF11_CC.jpg","stimuli/AF11_DO.jpg","stimuli/WF14_AO.jpg","stimuli/HM02_SUR.jpg","pos4","stimuli/HM02_SUR.jpg","SUR","HM02","3","1.5","3","2","stimuli/stars_3.png","2.5","[""CC"",""DO"",""AO"",""SUR""]","[""WF11"",""AF11"",""WF14"",""HM02""]","[8,6,6,3]","[8,4,6,2]","","",""
"show-reward","8","37630","0.0-8.0","p317284","A2FGKKWP33DFWS","3S1L4CQSFYBD9IN1W8PCJQ1H8N7AFE","3JZQSN0I3SGH6TYY8AMN4W79PTCFGC","emotion","mismatch","uniform","","","","","","","","37497.19999998808","39500.39999997616","","","","","","","","","","","","3","","stimuli/stars_3.png","2.5","","","","","stimuli/HM02_SUR.jpg","",""
"explore-choice","9","42750","0.0-9.0","p317284","A2FGKKWP33DFWS","3S1L4CQSFYBD9IN1W8PCJQ1H8N7AFE","3JZQSN0I3SGH6TYY8AMN4W79PTCFGC","emotion","mismatch","uniform","","","","","","","4616.199999988079","39501.80000001192","44118","[""stimuli/WF14_AO.jpg"",""stimuli/WF11_SUR.jpg"",""stimuli/HM02_CC.jpg"",""stimuli/AF11_DO.jpg""]","stimuli/WF14_AO.jpg","stimuli/WF11_SUR.jpg","stimuli/HM02_CC.jpg","stimuli/AF11_DO.jpg","pos2","stimuli/WF11_SUR.jpg","SUR","WF11","1","0","0","2","stimuli/stars_0.png","2.5","[""AO"",""SUR"",""CC"",""DO""]","[""WF14"",""WF11"",""HM02"",""AF11""]","[6,0,9,4]","[6,2,8,4]","","",""
