"trial_type","trial_index","time_elapsed","internal_node_id","subject","workerId","hitId","assignmentId","structure_condition","match_condition","noise_type","success","timeout","failed_images","failed_audio","failed_video","view_history","rt","start_time","end_time","stimuli","image1","image2","image3","image4","choiceLocation","choiceImage","choiceEmotion","choiceModel","choice_index","reward_score","reward","reward_score_unadjusted","reward_image","score_after_trial","emotions","models","rewards","rewards_unadjusted","stimulus","response","question_order"
"pavlovia","0","22","0.0-0.0","p298720","AOOLS8280CL0Z","336OE47KI3QZCSCUXSQ8J11UOZXVWV","3FIJLY1B6WANJ6RXBTCAY5L1QKZPFQ","model","match","uniform","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"preload","1","4288","0.0-1.0","p298720","AOOLS8280CL0Z","336OE47KI3QZCSCUXSQ8J11UOZXVWV","3FIJLY1B6WANJ6RXBTCAY5L1QKZPFQ","model","match","uniform","true","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fullscreen","2","8190","0.0-2.0","p298720","AOOLS8280CL0Z","336OE47KI3QZCSCUXSQ8J11UOZXVWV","3FIJLY1B6WANJ6RXBTCAY5L1QKZPFQ","model","match","uniform","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"instructions","3","16162","0.0-3.0","p298720","AOOLS8280CL0Z","336OE47KI3QZCSCUXSQ8J11UOZXVWV","3FIJLY1B6WANJ6RXBTCAY5L1QKZPFQ","model","match","uniform","","","","","","[{""page_index"":0,""viewing_time"":7964}]","7968.099999904633","","","","","","","","","","","","","","","","","","","","","","","",""
"explore-choice","4","21592","0.0-4.0","p298720","AOOLS8280CL0Z","336OE47KI3QZCSCUXSQ8J11UOZXVWV","3FIJLY1B6WANJ6RXBTCAY5L1QKZPFQ","model","match","uniform","","","","","","","4922.599999904633","19648.299999952316","24570.89999985695","[""stimuli/sheep.jpg"",""stimuli/hammer.jpg"",""stimuli/basketball.jpg"",""stimuli/horse.jpg""]","stimuli/sheep.jpg","stimuli/hammer.jpg","stimuli/basketball.jpg","stimuli/horse.jpg","pos4","stimuli/horse.jpg","","","3","64","64","64","stimuli/stars_8.png","65","","","","","","",""
"explore-choice","5","24665","0.0-5.0","p298720","AOOLS8280CL0Z","336OE47KI3QZCSCUXSQ8J11UOZXVWV","3FIJLY1B6WANJ6RXBTCAY5L1QKZPFQ","model","match","uniform","","","","","","","2549.0999999046326","25075.299999952316","27624.39999985695","[""stimuli/hammer.jpg"",""stimuli/basketball.jpg"",""stimuli/horse.jpg"",""stimuli/sheep.jpg""]","stimuli/hammer.jpg","stimuli/basketball.jpg","stimuli/horse.jpg","stimuli/sheep.jpg","pos1","stimuli/hammer.jpg","","","0","8","8","8","stimuli/stars_2.png","9","","","","","","",""
"instructions","6","39140","0.0-6.0","p298720","AOOLS8280CL0Z","336OE47KI3QZCSCUXSQ8J11UOZXVWV","3FIJLY1B6WANJ6RXBTCAY5L1QKZPFQ","model","match","uniform","","","","","","[{""page_index"":0,""viewing_time"":14473.5}]","14474.200000047684","","","","","","","","","","","","","","","","","","","","","","","",""
"explore-choice","7","42999","0.0-7.0","p298720","AOOLS8280CL0Z","336OE47KI3QZCSCUXSQ8J11UOZXVWV","3FIJLY1B6WANJ6RXBTCAY5L1QKZPFQ","model","match","uniform","","","","","","","3346.2999999523163","42627.200000047684","45973.5","[""stimuli/AM06_HO.jpg"",""stimuli/WM13_CC.jpg"",""stimuli/HM02_SC.jpg"",""stimuli/BF06_SUR.jpg""]","stimuli/AM06_HO.jpg","stimuli/WM13_CC.jpg","stimuli/HM02_SC.jpg","stimuli/BF06_SUR.jpg","pos2","stimuli/WM13_CC.jpg","CC","WM13","1","4.5","9","8","stimuli/stars_9.png","5.5","[""HO"",""CC"",""SC"",""SUR""]","[""AM06"",""WM13"",""HM02"",""BF06""]","[2,9,1,7]","[4,8,2,6]","","",""
"show-reward","8","45011","0.0-8.0","p298720","AOOLS8280CL0Z","336OE47KI3QZCSCUXSQ8J11UOZXVWV","3FIJLY1B6WANJ6RXBTCAY5L1QKZPFQ","model","match","uniform","","","","","","","","46484.200000047684","48491.89999985695","","","","","","","","","","","","9","","stimuli/stars_9.png","5.5","","","","","stimuli/WM13_CC.jpg","",""
"explore-choice","9","48051","0.0-9.0","p298720","AOOLS8280CL0Z","336OE47KI3QZCSCUXSQ8J11UOZXVWV","3FIJLY1B6WANJ6RXBTCAY5L1QKZPFQ","model","match","uniform","","","","","","","2530.2999999523163","48494.5","51024.799999952316","[""stimuli/AM06_SC.jpg"",""stimuli/BF06_CC.jpg"",""stimuli/WM13_HO.jpg"",""stimuli/HM02_SUR.jpg""]","stimuli/AM06_SC.jpg","stimuli/BF06_CC.jpg","stimuli/WM13_HO.jpg","stimuli/HM02_SUR.jpg","pos3","stimuli/WM13_HO.jpg","HO","WM13","2","3.5","7","8","stimuli/stars_7.png","9","[""SC"",""CC"",""HO"",""SUR""]","[""AM06"",""BF06"",""WM13"",""HM02""]","[5,8,7,1]","[4,6,8,2]","","",""
"show-reward","10","50071","0.0-10.0","p298720","AOOLS8280CL0Z","336OE47KI3QZCSCUXSQ8J11UOZXVWV","3FIJLY1B6WANJ6RXBTCAY5L1QKZPFQ","model","match","uniform","","","","","","","","51535.5","53552.09999990463","","","","","","","","","","","","7","","stimuli/stars_7.png","9","","","","","stimuli/WM13_HO.jpg","",""
"explore-choice","11","54070","0.0-11.0","p298720","AOOLS8280CL0Z","336OE47KI3QZCSCUXSQ8J11UOZXVWV","3FIJLY1B6WANJ6RXBTCAY5L1QKZPFQ","model","match","uniform","","","","","","","3481.9000000953674","53555.09999990463","57037","[""stimuli/BF06_HO.jpg"",""stimuli/AM06_CC.jpg"",""stimuli/HM02_SUR.jpg"",""stimuli/WM13_SC.jpg""]","stimuli/BF06_HO.jpg","stimuli/AM06_CC.jpg","stimuli/HM02_SUR.jpg","stimuli/WM13_SC.jpg","pos4","stimuli/WM13_SC.jpg","SC","WM13","3","3.5","7","8","stimuli/stars_7.png","12.5","[""HO"",""CC"",""SUR"",""SC""]","[""BF06"",""AM06"",""HM02"",""WM13""]","[4,4,0,7]","[6,4,2,8]","","",""
"show-reward","12","56085","0.0-12.0","p298720","AOOLS8280CL0Z","336OE47KI3QZCSCUXSQ8J11UOZXVWV","3FIJLY1B6WANJ6RXBTCAY5L1QKZPFQ","model","match","uniform","","","","","","","","57554.799999952316","59565.59999990463","","","","","","","","","","","","7","","stimuli/stars_7.png","12.5","","","","","stimuli/WM13_SC.jpg","",""
