"trial_type","trial_index","time_elapsed","internal_node_id","subject","workerId","hitId","assignmentId","structure_condition","match_condition","noise_type"
"pavlovia","0","20","0.0-0.0","p615695","AX27MR7AMU52H","3OWZNK3RYMVDNXPNEIRWZ8JM6MU2UY","39GAF6DQWT69YBULQ66OFV6PBYI1VN","model","mismatch","uniform"
