"trial_type","trial_index","time_elapsed","internal_node_id","subject","workerId","hitId","assignmentId","structure_condition","match_condition","noise_type","success","timeout","failed_images","failed_audio","failed_video","view_history","rt","start_time","end_time","stimuli","image1","image2","image3","image4","choiceLocation","choiceImage","choiceEmotion","choiceModel","choice_index","reward_score","reward","reward_score_unadjusted","reward_image","score_after_trial","emotions","models","rewards","rewards_unadjusted","stimulus","response","question_order"
"pavlovia","0","11","0.0-0.0","p438661","A272X64FOZFYLB","336OE47KI3QZCSCUXSQ8J11UOZXVWV","32N49TQG3IO5SZ7LMPZHQWZSFSNVA4","model","match","uniform","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"preload","1","24871","0.0-1.0","p438661","A272X64FOZFYLB","336OE47KI3QZCSCUXSQ8J11UOZXVWV","32N49TQG3IO5SZ7LMPZHQWZSFSNVA4","model","match","uniform","true","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fullscreen","2","55174","0.0-2.0","p438661","A272X64FOZFYLB","336OE47KI3QZCSCUXSQ8J11UOZXVWV","32N49TQG3IO5SZ7LMPZHQWZSFSNVA4","model","match","uniform","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"instructions","3","58966","0.0-3.0","p438661","A272X64FOZFYLB","336OE47KI3QZCSCUXSQ8J11UOZXVWV","32N49TQG3IO5SZ7LMPZHQWZSFSNVA4","model","match","uniform","","","","","","[{""page_index"":0,""viewing_time"":3790.9000000003725}]","3791.300000000745","","","","","","","","","","","","","","","","","","","","","","","",""
"explore-choice","4","62297","0.0-4.0","p438661","A272X64FOZFYLB","336OE47KI3QZCSCUXSQ8J11UOZXVWV","32N49TQG3IO5SZ7LMPZHQWZSFSNVA4","model","match","uniform","","","","","","","2829","60325.300000000745","63154.300000000745","[""stimuli/sheep.jpg"",""stimuli/hammer.jpg"",""stimuli/basketball.jpg"",""stimuli/horse.jpg""]","stimuli/sheep.jpg","stimuli/hammer.jpg","stimuli/basketball.jpg","stimuli/horse.jpg","pos4","stimuli/horse.jpg","","","3","64","64","64","stimuli/stars_8.png","65","","","","","","",""
"explore-choice","5","64840","0.0-5.0","p438661","A272X64FOZFYLB","336OE47KI3QZCSCUXSQ8J11UOZXVWV","32N49TQG3IO5SZ7LMPZHQWZSFSNVA4","model","match","uniform","","","","","","","2041","63656.40000000037","65697.40000000037","[""stimuli/hammer.jpg"",""stimuli/basketball.jpg"",""stimuli/horse.jpg"",""stimuli/sheep.jpg""]","stimuli/hammer.jpg","stimuli/basketball.jpg","stimuli/horse.jpg","stimuli/sheep.jpg","pos1","stimuli/hammer.jpg","","","0","8","8","8","stimuli/stars_2.png","9","","","","","","",""
"instructions","6","78870","0.0-6.0","p438661","A272X64FOZFYLB","336OE47KI3QZCSCUXSQ8J11UOZXVWV","32N49TQG3IO5SZ7LMPZHQWZSFSNVA4","model","match","uniform","","","","","","[{""page_index"":0,""viewing_time"":14030}]","14030.300000000745","","","","","","","","","","","","","","","","","","","","","","","",""
"explore-choice","7","82187","0.0-7.0","p438661","A272X64FOZFYLB","336OE47KI3QZCSCUXSQ8J11UOZXVWV","32N49TQG3IO5SZ7LMPZHQWZSFSNVA4","model","match","uniform","","","","","","","2815.4000000003725","80230","83045.40000000037","[""stimuli/AM05_HO.jpg"",""stimuli/AF11_HE.jpg"",""stimuli/WM07_CC.jpg"",""stimuli/AF09_SUR.jpg""]","stimuli/AM05_HO.jpg","stimuli/AF11_HE.jpg","stimuli/WM07_CC.jpg","stimuli/AF09_SUR.jpg","pos1","stimuli/AM05_HO.jpg","HO","AM05","0","2.5","5","6","stimuli/stars_5.png","3.5","[""HO"",""HE"",""CC"",""SUR""]","[""AM05"",""AF11"",""WM07"",""AF09""]","[5,6,4,0]","[6,8,4,2]","","",""
"show-reward","8","84203","0.0-8.0","p438661","A272X64FOZFYLB","336OE47KI3QZCSCUXSQ8J11UOZXVWV","32N49TQG3IO5SZ7LMPZHQWZSFSNVA4","model","match","uniform","","","","","","","","83546.90000000037","85561.5","","","","","","","","","","","","5","","stimuli/stars_5.png","3.5","","","","","stimuli/AM05_HO.jpg","",""
"explore-choice","9","86956","0.0-9.0","p438661","A272X64FOZFYLB","336OE47KI3QZCSCUXSQ8J11UOZXVWV","32N49TQG3IO5SZ7LMPZHQWZSFSNVA4","model","match","uniform","","","","","","","2250.9000000003725","85562.40000000037","87813.30000000075","[""stimuli/AF11_CC.jpg"",""stimuli/AM05_HO.jpg"",""stimuli/AF09_HE.jpg"",""stimuli/WM07_SUR.jpg""]","stimuli/AF11_CC.jpg","stimuli/AM05_HO.jpg","stimuli/AF09_HE.jpg","stimuli/WM07_SUR.jpg","pos4","stimuli/WM07_SUR.jpg","SUR","WM07","3","1","2","4","stimuli/stars_2.png","4.5","[""CC"",""HO"",""HE"",""SUR""]","[""AF11"",""AM05"",""AF09"",""WM07""]","[9,6,4,2]","[8,6,2,4]","","",""
