"trial_type","trial_index","time_elapsed","internal_node_id","subject","workerId","hitId","assignmentId","structure_condition","match_condition","noise_type","success","timeout","failed_images","failed_audio","failed_video","view_history","rt","start_time","end_time","stimuli","image1","image2","image3","image4","choiceLocation","choiceImage","choiceEmotion","choiceModel","choice_index","reward_score","reward","reward_score_unadjusted","reward_image","score_after_trial","emotions","models","rewards","rewards_unadjusted","stimulus","response","question_order"
"pavlovia","0","32","0.0-0.0","p678917","A1XQOZV8LQDM22","3P888QFVX40Z2B7BK75OWKP045JQOK","3ZGVPD4G6VNRGFB4TMF1672GRSEZTT","emotion","mismatch","uniform","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"preload","1","54953","0.0-1.0","p678917","A1XQOZV8LQDM22","3P888QFVX40Z2B7BK75OWKP045JQOK","3ZGVPD4G6VNRGFB4TMF1672GRSEZTT","emotion","mismatch","uniform","true","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fullscreen","2","64631","0.0-2.0","p678917","A1XQOZV8LQDM22","3P888QFVX40Z2B7BK75OWKP045JQOK","3ZGVPD4G6VNRGFB4TMF1672GRSEZTT","emotion","mismatch","uniform","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"instructions","3","70566","0.0-3.0","p678917","A1XQOZV8LQDM22","3P888QFVX40Z2B7BK75OWKP045JQOK","3ZGVPD4G6VNRGFB4TMF1672GRSEZTT","emotion","mismatch","uniform","","","","","","[{""page_index"":0,""viewing_time"":5900}]","5905.299999999814","","","","","","","","","","","","","","","","","","","","","","","",""
"explore-choice","4","75824","0.0-4.0","p678917","A1XQOZV8LQDM22","3P888QFVX40Z2B7BK75OWKP045JQOK","3ZGVPD4G6VNRGFB4TMF1672GRSEZTT","emotion","mismatch","uniform","","","","","","","4723.5","77431.19999999972","82154.69999999972","[""stimuli/sheep.jpg"",""stimuli/hammer.jpg"",""stimuli/basketball.jpg"",""stimuli/horse.jpg""]","stimuli/sheep.jpg","stimuli/hammer.jpg","stimuli/basketball.jpg","stimuli/horse.jpg","pos4","stimuli/horse.jpg","","","3","64","64","64","stimuli/stars_8.png","65","","","","","","",""
"explore-choice","5","79608","0.0-5.0","p678917","A1XQOZV8LQDM22","3P888QFVX40Z2B7BK75OWKP045JQOK","3ZGVPD4G6VNRGFB4TMF1672GRSEZTT","emotion","mismatch","uniform","","","","","","","3279.2000000001863","82662.49999999953","85941.69999999972","[""stimuli/hammer.jpg"",""stimuli/basketball.jpg"",""stimuli/horse.jpg"",""stimuli/sheep.jpg""]","stimuli/hammer.jpg","stimuli/basketball.jpg","stimuli/horse.jpg","stimuli/sheep.jpg","pos1","stimuli/hammer.jpg","","","0","8","8","8","stimuli/stars_2.png","9","","","","","","",""
"instructions","6","124637","0.0-6.0","p678917","A1XQOZV8LQDM22","3P888QFVX40Z2B7BK75OWKP045JQOK","3ZGVPD4G6VNRGFB4TMF1672GRSEZTT","emotion","mismatch","uniform","","","","","","[{""page_index"":0,""viewing_time"":45024}]","45026.09999999963","","","","","","","","","","","","","","","","","","","","","","","",""
"explore-choice","7","129184","0.0-7.0","p678917","A1XQOZV8LQDM22","3P888QFVX40Z2B7BK75OWKP045JQOK","3ZGVPD4G6VNRGFB4TMF1672GRSEZTT","emotion","mismatch","uniform","","","","","","","4036.100000000559","131479.69999999972","135515.80000000028","[""stimuli/WF11_AO.jpg"",""stimuli/BF08_HE.jpg"",""stimuli/WM09_SUR.jpg"",""stimuli/AM05_SC.jpg""]","stimuli/WF11_AO.jpg","stimuli/BF08_HE.jpg","stimuli/WM09_SUR.jpg","stimuli/AM05_SC.jpg","pos2","stimuli/BF08_HE.jpg","HE","BF08","1","0.5","1","2","stimuli/stars_1.png","1.5","[""AO"",""HE"",""SUR"",""SC""]","[""WF11"",""BF08"",""WM09"",""AM05""]","[4,1,9,8]","[4,2,8,6]","","",""
"show-reward","8","131214","0.0-8.0","p678917","A1XQOZV8LQDM22","3P888QFVX40Z2B7BK75OWKP045JQOK","3ZGVPD4G6VNRGFB4TMF1672GRSEZTT","emotion","mismatch","uniform","","","","","","","","136030.99999999953","138047.3999999999","","","","","","","","","","","","1","","stimuli/stars_1.png","1.5","","","","","stimuli/BF08_HE.jpg","",""
"explore-choice","9","135179","0.0-9.0","p678917","A1XQOZV8LQDM22","3P888QFVX40Z2B7BK75OWKP045JQOK","3ZGVPD4G6VNRGFB4TMF1672GRSEZTT","emotion","mismatch","uniform","","","","","","","3455.5","138055.69999999972","141511.19999999972","[""stimuli/WM09_SC.jpg"",""stimuli/WF11_HE.jpg"",""stimuli/BF08_AO.jpg"",""stimuli/AM05_SUR.jpg""]","stimuli/WM09_SC.jpg","stimuli/WF11_HE.jpg","stimuli/BF08_AO.jpg","stimuli/AM05_SUR.jpg","pos1","stimuli/WM09_SC.jpg","SC","WM09","0","4","8","6","stimuli/stars_8.png","5.5","[""SC"",""HE"",""AO"",""SUR""]","[""WM09"",""WF11"",""BF08"",""AM05""]","[8,2,2,7]","[6,2,4,8]","","",""
