"trial_type","trial_index","time_elapsed","internal_node_id","subject","workerId","hitId","assignmentId","structure_condition","match_condition","noise_type","success","timeout","failed_images","failed_audio","failed_video","view_history","rt","start_time","end_time","stimuli","image1","image2","image3","image4","choiceLocation","choiceImage","choiceEmotion","choiceModel","choice_index","reward_score","reward","reward_score_unadjusted","reward_image","score_after_trial","emotions","models","rewards","rewards_unadjusted","stimulus","response","question_order"
"pavlovia","0","10","0.0-0.0","p780745","A38I0E8UK53ME5","3P888QFVX40Z2B7BK75OWKP045JQOK","3Y54SXRO1NRAUGHUNZGTPFN1PB9TUA","emotion","mismatch","uniform","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"preload","1","3120","0.0-1.0","p780745","A38I0E8UK53ME5","3P888QFVX40Z2B7BK75OWKP045JQOK","3Y54SXRO1NRAUGHUNZGTPFN1PB9TUA","emotion","mismatch","uniform","true","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fullscreen","2","8208","0.0-2.0","p780745","A38I0E8UK53ME5","3P888QFVX40Z2B7BK75OWKP045JQOK","3Y54SXRO1NRAUGHUNZGTPFN1PB9TUA","emotion","mismatch","uniform","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"instructions","3","13793","0.0-3.0","p780745","A38I0E8UK53ME5","3P888QFVX40Z2B7BK75OWKP045JQOK","3Y54SXRO1NRAUGHUNZGTPFN1PB9TUA","emotion","mismatch","uniform","","","","","","[{""page_index"":0,""viewing_time"":5583}]","5583","","","","","","","","","","","","","","","","","","","","","","","",""
"explore-choice","4","16314","0.0-4.0","p780745","A38I0E8UK53ME5","3P888QFVX40Z2B7BK75OWKP045JQOK","3Y54SXRO1NRAUGHUNZGTPFN1PB9TUA","emotion","mismatch","uniform","","","","","","","2006","15402","17408","[""stimuli/sheep.jpg"",""stimuli/hammer.jpg"",""stimuli/basketball.jpg"",""stimuli/horse.jpg""]","stimuli/sheep.jpg","stimuli/hammer.jpg","stimuli/basketball.jpg","stimuli/horse.jpg","pos4","stimuli/horse.jpg","","","3","64","64","64","stimuli/stars_8.png","65","","","","","","",""
"explore-choice","5","18993","0.0-5.0","p780745","A38I0E8UK53ME5","3P888QFVX40Z2B7BK75OWKP045JQOK","3Y54SXRO1NRAUGHUNZGTPFN1PB9TUA","emotion","mismatch","uniform","","","","","","","2165","17923","20088","[""stimuli/hammer.jpg"",""stimuli/basketball.jpg"",""stimuli/horse.jpg"",""stimuli/sheep.jpg""]","stimuli/hammer.jpg","stimuli/basketball.jpg","stimuli/horse.jpg","stimuli/sheep.jpg","pos1","stimuli/hammer.jpg","","","0","8","8","8","stimuli/stars_2.png","9","","","","","","",""
"instructions","6","61289","0.0-6.0","p780745","A38I0E8UK53ME5","3P888QFVX40Z2B7BK75OWKP045JQOK","3Y54SXRO1NRAUGHUNZGTPFN1PB9TUA","emotion","mismatch","uniform","","","","","","[{""page_index"":0,""viewing_time"":42295}]","42296","","","","","","","","","","","","","","","","","","","","","","","",""
"explore-choice","7","65242","0.0-7.0","p780745","A38I0E8UK53ME5","3P888QFVX40Z2B7BK75OWKP045JQOK","3Y54SXRO1NRAUGHUNZGTPFN1PB9TUA","emotion","mismatch","uniform","","","","","","","3452","62899","66351","[""stimuli/HM07_FO.jpg"",""stimuli/HM02_AO.jpg"",""stimuli/AM05_DO.jpg"",""stimuli/WM13_HE.jpg""]","stimuli/HM07_FO.jpg","stimuli/HM02_AO.jpg","stimuli/AM05_DO.jpg","stimuli/WM13_HE.jpg","pos4","stimuli/WM13_HE.jpg","HE","WM13","3","3.5","7","6","stimuli/stars_7.png","4.5","[""FO"",""AO"",""DO"",""HE""]","[""HM07"",""HM02"",""AM05"",""WM13""]","[0,6,5,7]","[2,8,4,6]","","",""
"show-reward","8","67252","0.0-8.0","p780745","A38I0E8UK53ME5","3P888QFVX40Z2B7BK75OWKP045JQOK","3Y54SXRO1NRAUGHUNZGTPFN1PB9TUA","emotion","mismatch","uniform","","","","","","","","66852","68860","","","","","","","","","","","","7","","stimuli/stars_7.png","4.5","","","","","stimuli/WM13_HE.jpg","",""
"explore-choice","9","69646","0.0-9.0","p780745","A38I0E8UK53ME5","3P888QFVX40Z2B7BK75OWKP045JQOK","3Y54SXRO1NRAUGHUNZGTPFN1PB9TUA","emotion","mismatch","uniform","","","","","","","1891","68861","70752","[""stimuli/HM07_FO.jpg"",""stimuli/HM02_HE.jpg"",""stimuli/AM05_DO.jpg"",""stimuli/WM13_AO.jpg""]","stimuli/HM07_FO.jpg","stimuli/HM02_HE.jpg","stimuli/AM05_DO.jpg","stimuli/WM13_AO.jpg","pos2","stimuli/HM02_HE.jpg","HE","HM02","1","2","4","6","stimuli/stars_4.png","6.5","[""FO"",""HE"",""DO"",""AO""]","[""HM07"",""HM02"",""AM05"",""WM13""]","[3,4,5,10]","[2,6,4,8]","","",""
