"trial_type","trial_index","time_elapsed","internal_node_id","subject","workerId","hitId","assignmentId","structure_condition","match_condition","noise_type"
"pavlovia","0","7","0.0-0.0","p784096","A9LSEP71DNP4O","3RZS0FBRWLGDTA9TUPH81F59AWHPC0","39DD6S19JRHPRWT73RQ67L2FOJVZE9","model","mismatch","uniform"
